avg_age_2020_years,median_age_2020_years,avg_remaining_life_2020_years,median_remaining_life_2020_years,share_past_end_of_life_pct,share_pre_2000_pct
28.608009708737864,24.0,8.08495145631068,11.0,23.66504854368932,59.101941747572816
