country,fuel,scenario,year,cf
GRC,gas,Current Policies,2029,0.3235
GRC,gas,Current Policies,2030,0.2841
GRC,gas,Current Policies,2031,0.247
GRC,gas,Current Policies,2032,0.21
GRC,gas,Current Policies,2033,0.173
GRC,gas,Current Policies,2034,0.1359
GRC,gas,Current Policies,2035,0.0989
GRC,gas,Current Policies,2036,0.0836
GRC,gas,Current Policies,2037,0.0682
GRC,gas,Current Policies,2038,0.0529
GRC,gas,Current Policies,2039,0.0376
GRC,gas,Current Policies,2040,0.0223
GRC,gas,Current Policies,2041,0.0226
GRC,gas,Current Policies,2042,0.023
GRC,gas,Current Policies,2043,0.0233
GRC,gas,Current Policies,2044,0.0237
GRC,gas,Current Policies,2045,0.024
GRC,gas,Current Policies,2046,0.0241
GRC,gas,Current Policies,2047,0.0241
GRC,gas,Current Policies,2048,0.0241
GRC,gas,Current Policies,2049,0.0241
GRC,gas,Current Policies,2050,0.0241
GRC,gas,Delayed transition,2020,0.4779
GRC,gas,Delayed transition,2021,0.4785
GRC,gas,Delayed transition,2022,0.4792
GRC,gas,Delayed transition,2023,0.4798
GRC,gas,Delayed transition,2024,0.4805
GRC,gas,Delayed transition,2025,0.4811
GRC,gas,Delayed transition,2026,0.4417
GRC,gas,Delayed transition,2027,0.4023
GRC,gas,Delayed transition,2028,0.3629
GRC,gas,Delayed transition,2029,0.3235
GRC,gas,Delayed transition,2030,0.2841
GRC,gas,Delayed transition,2031,0.2446
GRC,gas,Delayed transition,2032,0.205
GRC,gas,Delayed transition,2033,0.1655
GRC,gas,Delayed transition,2034,0.126
GRC,gas,Delayed transition,2035,0.0865
GRC,gas,Delayed transition,2036,0.0727
GRC,gas,Delayed transition,2037,0.0589
GRC,gas,Delayed transition,2038,0.0451
GRC,gas,Delayed transition,2039,0.0314
GRC,gas,Delayed transition,2040,0.0176
GRC,gas,Delayed transition,2041,0.016
GRC,gas,Delayed transition,2042,0.0145
GRC,gas,Delayed transition,2043,0.0129
GRC,gas,Delayed transition,2044,0.0113
GRC,gas,Delayed transition,2045,0.0098
GRC,gas,Delayed transition,2046,0.009
GRC,gas,Delayed transition,2047,0.0082
GRC,gas,Delayed transition,2048,0.0075
GRC,gas,Delayed transition,2049,0.0067
GRC,gas,Delayed transition,2050,0.006
GRC,gas,Net Zero 2050,2020,0.4779
GRC,gas,Net Zero 2050,2021,0.4752
GRC,gas,Net Zero 2050,2022,0.4725
GRC,gas,Net Zero 2050,2023,0.4698
GRC,gas,Net Zero 2050,2024,0.4671
GRC,gas,Net Zero 2050,2025,0.4645
GRC,gas,Net Zero 2050,2026,0.3948
GRC,gas,Net Zero 2050,2027,0.3251
GRC,gas,Net Zero 2050,2028,0.2555
GRC,gas,Net Zero 2050,2029,0.1858
GRC,gas,Net Zero 2050,2030,0.1161
GRC,gas,Net Zero 2050,2031,0.0949
GRC,gas,Net Zero 2050,2032,0.0737
GRC,gas,Net Zero 2050,2033,0.0524
GRC,gas,Net Zero 2050,2034,0.0312
GRC,gas,Net Zero 2050,2035,0.0099
GRC,gas,Net Zero 2050,2036,0.0088
GRC,gas,Net Zero 2050,2037,0.0076
GRC,gas,Net Zero 2050,2038,0.0065
GRC,gas,Net Zero 2050,2039,0.0053
GRC,gas,Net Zero 2050,2040,0.0041
GRC,gas,Net Zero 2050,2041,0.0034
GRC,gas,Net Zero 2050,2042,0.0027
GRC,gas,Net Zero 2050,2043,0.0021
GRC,gas,Net Zero 2050,2044,0.0014
GRC,gas,Net Zero 2050,2045,0.0007
GRC,gas,Net Zero 2050,2046,0.0006
GRC,gas,Net Zero 2050,2047,0.0004
GRC,gas,Net Zero 2050,2048,0.0003
GRC,gas,Net Zero 2050,2049,0.0002
GRC,gas,Net Zero 2050,2050,0.0001
HUN,gas,Current Policies,2020,0.341
HUN,gas,Current Policies,2021,0.3415
HUN,gas,Current Policies,2022,0.3419
HUN,gas,Current Policies,2023,0.3424
HUN,gas,Current Policies,2024,0.3429
HUN,gas,Current Policies,2025,0.3434
HUN,gas,Current Policies,2026,0.3152
HUN,gas,Current Policies,2027,0.2871
HUN,gas,Current Policies,2028,0.259
HUN,gas,Current Policies,2029,0.2308
HUN,gas,Current Policies,2030,0.2027
HUN,gas,Current Policies,2031,0.1763
HUN,gas,Current Policies,2032,0.1499
HUN,gas,Current Policies,2033,0.1234
HUN,gas,Current Policies,2034,0.097
HUN,gas,Current Policies,2035,0.0706
HUN,gas,Current Policies,2036,0.0596
HUN,gas,Current Policies,2037,0.0487
HUN,gas,Current Policies,2038,0.0378
HUN,gas,Current Policies,2039,0.0268
HUN,gas,Current Policies,2040,0.0159
HUN,gas,Current Policies,2041,0.0162
HUN,gas,Current Policies,2042,0.0164
HUN,gas,Current Policies,2043,0.0167
HUN,gas,Current Policies,2044,0.0169
HUN,gas,Current Policies,2045,0.0172
HUN,gas,Current Policies,2046,0.0172
HUN,gas,Current Policies,2047,0.0172
HUN,gas,Current Policies,2048,0.0172
HUN,gas,Current Policies,2049,0.0172
HUN,gas,Current Policies,2050,0.0172
HUN,gas,Delayed transition,2020,0.341
HUN,gas,Delayed transition,2021,0.3415
HUN,gas,Delayed transition,2022,0.3419
HUN,gas,Delayed transition,2023,0.3424
HUN,gas,Delayed transition,2024,0.3429
HUN,gas,Delayed transition,2025,0.3434
HUN,gas,Delayed transition,2026,0.3152
HUN,gas,Delayed transition,2027,0.2871
HUN,gas,Delayed transition,2028,0.259
HUN,gas,Delayed transition,2029,0.2308
HUN,gas,Delayed transition,2030,0.2027
HUN,gas,Delayed transition,2031,0.1745
HUN,gas,Delayed transition,2032,0.1463
HUN,gas,Delayed transition,2033,0.1181
HUN,gas,Delayed transition,2034,0.0899
HUN,gas,Delayed transition,2035,0.0617
HUN,gas,Delayed transition,2036,0.0519
HUN,gas,Delayed transition,2037,0.042
HUN,gas,Delayed transition,2038,0.0322
HUN,gas,Delayed transition,2039,0.0224
HUN,gas,Delayed transition,2040,0.0126
HUN,gas,Delayed transition,2041,0.0114
HUN,gas,Delayed transition,2042,0.0103
HUN,gas,Delayed transition,2043,0.0092
HUN,gas,Delayed transition,2044,0.0081
HUN,gas,Delayed transition,2045,0.007
HUN,gas,Delayed transition,2046,0.0064
HUN,gas,Delayed transition,2047,0.0059
HUN,gas,Delayed transition,2048,0.0053
HUN,gas,Delayed transition,2049,0.0048
HUN,gas,Delayed transition,2050,0.0043
HUN,gas,Net Zero 2050,2020,0.341
HUN,gas,Net Zero 2050,2021,0.3391
HUN,gas,Net Zero 2050,2022,0.3372
HUN,gas,Net Zero 2050,2023,0.3353
HUN,gas,Net Zero 2050,2024,0.3334
HUN,gas,Net Zero 2050,2025,0.3315
HUN,gas,Net Zero 2050,2026,0.2817
HUN,gas,Net Zero 2050,2027,0.232
HUN,gas,Net Zero 2050,2028,0.1823
HUN,gas,Net Zero 2050,2029,0.1326
HUN,gas,Net Zero 2050,2030,0.0829
HUN,gas,Net Zero 2050,2031,0.0677
HUN,gas,Net Zero 2050,2032,0.0526
HUN,gas,Net Zero 2050,2033,0.0374
HUN,gas,Net Zero 2050,2034,0.0222
HUN,gas,Net Zero 2050,2035,0.0071
HUN,gas,Net Zero 2050,2036,0.0063
HUN,gas,Net Zero 2050,2037,0.0054
HUN,gas,Net Zero 2050,2038,0.0046
HUN,gas,Net Zero 2050,2039,0.0038
HUN,gas,Net Zero 2050,2040,0.003
HUN,gas,Net Zero 2050,2041,0.0025
HUN,gas,Net Zero 2050,2042,0.002
HUN,gas,Net Zero 2050,2043,0.0015
HUN,gas,Net Zero 2050,2044,0.001
HUN,gas,Net Zero 2050,2045,0.0005
HUN,gas,Net Zero 2050,2046,0.0004
HUN,gas,Net Zero 2050,2047,0.0003
HUN,gas,Net Zero 2050,2048,0.0002
HUN,gas,Net Zero 2050,2049,0.0002
HUN,gas,Net Zero 2050,2050,0.0001
IRL,gas,Current Policies,2020,0.4719
IRL,gas,Current Policies,2021,0.4725
IRL,gas,Current Policies,2022,0.4732
IRL,gas,Current Policies,2023,0.4738
IRL,gas,Current Policies,2024,0.4745
IRL,gas,Current Policies,2025,0.4751
IRL,gas,Current Policies,2026,0.4362
IRL,gas,Current Policies,2027,0.3973
IRL,gas,Current Policies,2028,0.3584
IRL,gas,Current Policies,2029,0.3195
IRL,gas,Current Policies,2030,0.2805
IRL,gas,Current Policies,2031,0.244
IRL,gas,Current Policies,2032,0.2074
IRL,gas,Current Policies,2033,0.1708
IRL,gas,Current Policies,2034,0.1342
IRL,gas,Current Policies,2035,0.0976
IRL,gas,Current Policies,2036,0.0825
IRL,gas,Current Policies,2037,0.0674
IRL,gas,Current Policies,2038,0.0523
IRL,gas,Current Policies,2039,0.0371
IRL,gas,Current Policies,2040,0.022
IRL,gas,Current Policies,2041,0.0224
IRL,gas,Current Policies,2042,0.0227
IRL,gas,Current Policies,2043,0.023
IRL,gas,Current Policies,2044,0.0234
IRL,gas,Current Policies,2045,0.0237
IRL,gas,Current Policies,2046,0.0238
IRL,gas,Current Policies,2047,0.0238
IRL,gas,Current Policies,2048,0.0238
IRL,gas,Current Policies,2049,0.0238
IRL,gas,Current Policies,2050,0.0238
IRL,gas,Delayed transition,2020,0.4719
IRL,gas,Delayed transition,2021,0.4725
IRL,gas,Delayed transition,2022,0.4732
IRL,gas,Delayed transition,2023,0.4738
IRL,gas,Delayed transition,2024,0.4745
IRL,gas,Delayed transition,2025,0.4751
IRL,gas,Delayed transition,2026,0.4362
IRL,gas,Delayed transition,2027,0.3973
IRL,gas,Delayed transition,2028,0.3584
IRL,gas,Delayed transition,2029,0.3195
IRL,gas,Delayed transition,2030,0.2805
IRL,gas,Delayed transition,2031,0.2415
IRL,gas,Delayed transition,2032,0.2025
IRL,gas,Delayed transition,2033,0.1634
IRL,gas,Delayed transition,2034,0.1244
IRL,gas,Delayed transition,2035,0.0854
IRL,gas,Delayed transition,2036,0.0718
IRL,gas,Delayed transition,2037,0.0582
IRL,gas,Delayed transition,2038,0.0446
IRL,gas,Delayed transition,2039,0.031
IRL,gas,Delayed transition,2040,0.0174
IRL,gas,Delayed transition,2041,0.0158
IRL,gas,Delayed transition,2042,0.0143
IRL,gas,Delayed transition,2043,0.0127
IRL,gas,Delayed transition,2044,0.0112
IRL,gas,Delayed transition,2045,0.0096
IRL,gas,Delayed transition,2046,0.0089
IRL,gas,Delayed transition,2047,0.0081
IRL,gas,Delayed transition,2048,0.0074
IRL,gas,Delayed transition,2049,0.0066
IRL,gas,Delayed transition,2050,0.0059
IRL,gas,Net Zero 2050,2020,0.4719
IRL,gas,Net Zero 2050,2021,0.4692
IRL,gas,Net Zero 2050,2022,0.4666
IRL,gas,Net Zero 2050,2023,0.464
IRL,gas,Net Zero 2050,2024,0.4613
IRL,gas,Net Zero 2050,2025,0.4587
IRL,gas,Net Zero 2050,2026,0.3899
IRL,gas,Net Zero 2050,2027,0.3211
IRL,gas,Net Zero 2050,2028,0.2523
IRL,gas,Net Zero 2050,2029,0.1835
IRL,gas,Net Zero 2050,2030,0.1147
IRL,gas,Net Zero 2050,2031,0.0937
IRL,gas,Net Zero 2050,2032,0.0727
IRL,gas,Net Zero 2050,2033,0.0518
IRL,gas,Net Zero 2050,2034,0.0308
IRL,gas,Net Zero 2050,2035,0.0098
IRL,gas,Net Zero 2050,2036,0.0087
IRL,gas,Net Zero 2050,2037,0.0075
IRL,gas,Net Zero 2050,2038,0.0064
IRL,gas,Net Zero 2050,2039,0.0052
IRL,gas,Net Zero 2050,2040,0.0041
IRL,gas,Net Zero 2050,2041,0.0034
IRL,gas,Net Zero 2050,2042,0.0027
IRL,gas,Net Zero 2050,2043,0.002
IRL,gas,Net Zero 2050,2044,0.0013
IRL,gas,Net Zero 2050,2045,0.0007
IRL,gas,Net Zero 2050,2046,0.0005
IRL,gas,Net Zero 2050,2047,0.0004
IRL,gas,Net Zero 2050,2048,0.0003
IRL,gas,Net Zero 2050,2049,0.0002
IRL,gas,Net Zero 2050,2050,0.0001
ITA,gas,Current Policies,2020,0.0438
ITA,gas,Current Policies,2021,0.0438
ITA,gas,Current Policies,2022,0.0439
ITA,gas,Current Policies,2023,0.0439
ITA,gas,Current Policies,2024,0.044
ITA,gas,Current Policies,2025,0.0441
ITA,gas,Current Policies,2026,0.0405
ITA,gas,Current Policies,2027,0.0368
ITA,gas,Current Policies,2028,0.0332
ITA,gas,Current Policies,2029,0.0296
ITA,gas,Current Policies,2030,0.026
ITA,gas,Current Policies,2031,0.0226
ITA,gas,Current Policies,2032,0.0192
ITA,gas,Current Policies,2033,0.0158
ITA,gas,Current Policies,2034,0.0124
ITA,gas,Current Policies,2035,0.0091
ITA,gas,Current Policies,2036,0.0077
ITA,gas,Current Policies,2037,0.0062
ITA,gas,Current Policies,2038,0.0048
ITA,gas,Current Policies,2039,0.0034
ITA,gas,Current Policies,2040,0.002
ITA,gas,Current Policies,2041,0.0021
ITA,gas,Current Policies,2042,0.0021
ITA,gas,Current Policies,2043,0.0021
ITA,gas,Current Policies,2044,0.0022
ITA,gas,Current Policies,2045,0.0022
ITA,gas,Current Policies,2046,0.0022
ITA,gas,Current Policies,2047,0.0022
ITA,gas,Current Policies,2048,0.0022
ITA,gas,Current Policies,2049,0.0022
ITA,gas,Current Policies,2050,0.0022
ITA,gas,Delayed transition,2020,0.0438
ITA,gas,Delayed transition,2021,0.0438
ITA,gas,Delayed transition,2022,0.0439
ITA,gas,Delayed transition,2023,0.0439
ITA,gas,Delayed transition,2024,0.044
ITA,gas,Delayed transition,2025,0.0441
ITA,gas,Delayed transition,2026,0.0405
ITA,gas,Delayed transition,2027,0.0368
ITA,gas,Delayed transition,2028,0.0332
ITA,gas,Delayed transition,2029,0.0296
ITA,gas,Delayed transition,2030,0.026
ITA,gas,Delayed transition,2031,0.0224
ITA,gas,Delayed transition,2032,0.0188
ITA,gas,Delayed transition,2033,0.0152
ITA,gas,Delayed transition,2034,0.0115
ITA,gas,Delayed transition,2035,0.0079
ITA,gas,Delayed transition,2036,0.0067
ITA,gas,Delayed transition,2037,0.0054
ITA,gas,Delayed transition,2038,0.0041
ITA,gas,Delayed transition,2039,0.0029
ITA,gas,Delayed transition,2040,0.0016
ITA,gas,Delayed transition,2041,0.0015
ITA,gas,Delayed transition,2042,0.0013
ITA,gas,Delayed transition,2043,0.0012
ITA,gas,Delayed transition,2044,0.001
ITA,gas,Delayed transition,2045,0.0009
ITA,gas,Delayed transition,2046,0.0008
ITA,gas,Delayed transition,2047,0.0008
ITA,gas,Delayed transition,2048,0.0007
ITA,gas,Delayed transition,2049,0.0006
ITA,gas,Delayed transition,2050,0.0005
ITA,gas,Net Zero 2050,2020,0.0438
ITA,gas,Net Zero 2050,2021,0.0435
ITA,gas,Net Zero 2050,2022,0.0433
ITA,gas,Net Zero 2050,2023,0.043
ITA,gas,Net Zero 2050,2024,0.0428
ITA,gas,Net Zero 2050,2025,0.0425
ITA,gas,Net Zero 2050,2026,0.0362
ITA,gas,Net Zero 2050,2027,0.0298
ITA,gas,Net Zero 2050,2028,0.0234
ITA,gas,Net Zero 2050,2029,0.017
ITA,gas,Net Zero 2050,2030,0.0106
ITA,gas,Net Zero 2050,2031,0.0087
ITA,gas,Net Zero 2050,2032,0.0067
ITA,gas,Net Zero 2050,2033,0.0048
ITA,gas,Net Zero 2050,2034,0.0029
ITA,gas,Net Zero 2050,2035,0.0009
ITA,gas,Net Zero 2050,2036,0.0008
ITA,gas,Net Zero 2050,2037,0.0007
ITA,gas,Net Zero 2050,2038,0.0006
ITA,gas,Net Zero 2050,2039,0.0005
ITA,gas,Net Zero 2050,2040,0.0004
ITA,gas,Net Zero 2050,2041,0.0003
ITA,gas,Net Zero 2050,2042,0.0003
ITA,gas,Net Zero 2050,2043,0.0002
ITA,gas,Net Zero 2050,2044,0.0001
ITA,gas,Net Zero 2050,2045,0.0001
ITA,gas,Net Zero 2050,2046,0.0001
ITA,gas,Net Zero 2050,2047,0.0
ITA,gas,Net Zero 2050,2048,0.0
ITA,gas,Net Zero 2050,2049,0.0
ITA,gas,Net Zero 2050,2050,0.0
LVA,gas,Current Policies,2020,0.2236
LVA,gas,Current Policies,2021,0.2239
LVA,gas,Current Policies,2022,0.2242
LVA,gas,Current Policies,2023,0.2246
LVA,gas,Current Policies,2024,0.2249
LVA,gas,Current Policies,2025,0.2252
LVA,gas,Current Policies,2026,0.2067
LVA,gas,Current Policies,2027,0.1883
LVA,gas,Current Policies,2028,0.1698
LVA,gas,Current Policies,2029,0.1514
LVA,gas,Current Policies,2030,0.1329
LVA,gas,Current Policies,2031,0.1156
LVA,gas,Current Policies,2032,0.0983
LVA,gas,Current Policies,2033,0.0809
LVA,gas,Current Policies,2034,0.0636
LVA,gas,Current Policies,2035,0.0463
LVA,gas,Current Policies,2036,0.0391
LVA,gas,Current Policies,2037,0.0319
LVA,gas,Current Policies,2038,0.0248
LVA,gas,Current Policies,2039,0.0176
LVA,gas,Current Policies,2040,0.0104
LVA,gas,Current Policies,2041,0.0106
LVA,gas,Current Policies,2042,0.0108
LVA,gas,Current Policies,2043,0.0109
LVA,gas,Current Policies,2044,0.0111
LVA,gas,Current Policies,2045,0.0112
LVA,gas,Current Policies,2046,0.0113
LVA,gas,Current Policies,2047,0.0113
LVA,gas,Current Policies,2048,0.0113
LVA,gas,Current Policies,2049,0.0113
LVA,gas,Current Policies,2050,0.0113
LVA,gas,Delayed transition,2020,0.2236
LVA,gas,Delayed transition,2021,0.2239
LVA,gas,Delayed transition,2022,0.2242
LVA,gas,Delayed transition,2023,0.2246
LVA,gas,Delayed transition,2024,0.2249
LVA,gas,Delayed transition,2025,0.2252
LVA,gas,Delayed transition,2026,0.2067
LVA,gas,Delayed transition,2027,0.1883
LVA,gas,Delayed transition,2028,0.1698
LVA,gas,Delayed transition,2029,0.1514
LVA,gas,Delayed transition,2030,0.1329
LVA,gas,Delayed transition,2031,0.1145
LVA,gas,Delayed transition,2032,0.096
LVA,gas,Delayed transition,2033,0.0775
LVA,gas,Delayed transition,2034,0.059
LVA,gas,Delayed transition,2035,0.0405
LVA,gas,Delayed transition,2036,0.034
LVA,gas,Delayed transition,2037,0.0276
LVA,gas,Delayed transition,2038,0.0211
LVA,gas,Delayed transition,2039,0.0147
LVA,gas,Delayed transition,2040,0.0082
LVA,gas,Delayed transition,2041,0.0075
LVA,gas,Delayed transition,2042,0.0068
LVA,gas,Delayed transition,2043,0.006
LVA,gas,Delayed transition,2044,0.0053
LVA,gas,Delayed transition,2045,0.0046
LVA,gas,Delayed transition,2046,0.0042
LVA,gas,Delayed transition,2047,0.0039
LVA,gas,Delayed transition,2048,0.0035
LVA,gas,Delayed transition,2049,0.0031
LVA,gas,Delayed transition,2050,0.0028
LVA,gas,Net Zero 2050,2020,0.2236
LVA,gas,Net Zero 2050,2021,0.2224
LVA,gas,Net Zero 2050,2022,0.2211
LVA,gas,Net Zero 2050,2023,0.2199
LVA,gas,Net Zero 2050,2024,0.2186
LVA,gas,Net Zero 2050,2025,0.2174
LVA,gas,Net Zero 2050,2026,0.1848
LVA,gas,Net Zero 2050,2027,0.1522
LVA,gas,Net Zero 2050,2028,0.1196
LVA,gas,Net Zero 2050,2029,0.087
LVA,gas,Net Zero 2050,2030,0.0544
LVA,gas,Net Zero 2050,2031,0.0444
LVA,gas,Net Zero 2050,2032,0.0345
LVA,gas,Net Zero 2050,2033,0.0245
LVA,gas,Net Zero 2050,2034,0.0146
LVA,gas,Net Zero 2050,2035,0.0046
LVA,gas,Net Zero 2050,2036,0.0041
LVA,gas,Net Zero 2050,2037,0.0036
LVA,gas,Net Zero 2050,2038,0.003
LVA,gas,Net Zero 2050,2039,0.0025
LVA,gas,Net Zero 2050,2040,0.0019
LVA,gas,Net Zero 2050,2041,0.0016
LVA,gas,Net Zero 2050,2042,0.0013
LVA,gas,Net Zero 2050,2043,0.001
LVA,gas,Net Zero 2050,2044,0.0006
LVA,gas,Net Zero 2050,2045,0.0003
LVA,gas,Net Zero 2050,2046,0.0003
LVA,gas,Net Zero 2050,2047,0.0002
LVA,gas,Net Zero 2050,2048,0.0002
LVA,gas,Net Zero 2050,2049,0.0001
LVA,gas,Net Zero 2050,2050,0.0001
LTU,gas,Current Policies,2020,0.0724
LTU,gas,Current Policies,2021,0.0725
LTU,gas,Current Policies,2022,0.0726
LTU,gas,Current Policies,2023,0.0727
LTU,gas,Current Policies,2024,0.0728
LTU,gas,Current Policies,2025,0.0729
LTU,gas,Current Policies,2026,0.067
LTU,gas,Current Policies,2027,0.061
LTU,gas,Current Policies,2028,0.055
LTU,gas,Current Policies,2029,0.049
LTU,gas,Current Policies,2030,0.0431
LTU,gas,Current Policies,2031,0.0374
LTU,gas,Current Policies,2032,0.0318
LTU,gas,Current Policies,2033,0.0262
LTU,gas,Current Policies,2034,0.0206
LTU,gas,Current Policies,2035,0.015
LTU,gas,Current Policies,2036,0.0127
LTU,gas,Current Policies,2037,0.0103
LTU,gas,Current Policies,2038,0.008
LTU,gas,Current Policies,2039,0.0057
LTU,gas,Current Policies,2040,0.0034
LTU,gas,Current Policies,2041,0.0034
LTU,gas,Current Policies,2042,0.0035
LTU,gas,Current Policies,2043,0.0035
LTU,gas,Current Policies,2044,0.0036
LTU,gas,Current Policies,2045,0.0036
LTU,gas,Current Policies,2046,0.0036
LTU,gas,Current Policies,2047,0.0036
LTU,gas,Current Policies,2048,0.0037
LTU,gas,Current Policies,2049,0.0037
LTU,gas,Current Policies,2050,0.0037
LTU,gas,Delayed transition,2020,0.0724
LTU,gas,Delayed transition,2021,0.0725
LTU,gas,Delayed transition,2022,0.0726
LTU,gas,Delayed transition,2023,0.0727
LTU,gas,Delayed transition,2024,0.0728
LTU,gas,Delayed transition,2025,0.0729
LTU,gas,Delayed transition,2026,0.067
LTU,gas,Delayed transition,2027,0.061
LTU,gas,Delayed transition,2028,0.055
LTU,gas,Delayed transition,2029,0.049
LTU,gas,Delayed transition,2030,0.0431
LTU,gas,Delayed transition,2031,0.0371
LTU,gas,Delayed transition,2032,0.0311
LTU,gas,Delayed transition,2033,0.0251
LTU,gas,Delayed transition,2034,0.0191
LTU,gas,Delayed transition,2035,0.0131
LTU,gas,Delayed transition,2036,0.011
LTU,gas,Delayed transition,2037,0.0089
LTU,gas,Delayed transition,2038,0.0068
LTU,gas,Delayed transition,2039,0.0048
LTU,gas,Delayed transition,2040,0.0027
LTU,gas,Delayed transition,2041,0.0024
LTU,gas,Delayed transition,2042,0.0022
LTU,gas,Delayed transition,2043,0.002
LTU,gas,Delayed transition,2044,0.0017
LTU,gas,Delayed transition,2045,0.0015
LTU,gas,Delayed transition,2046,0.0014
LTU,gas,Delayed transition,2047,0.0012
LTU,gas,Delayed transition,2048,0.0011
LTU,gas,Delayed transition,2049,0.001
LTU,gas,Delayed transition,2050,0.0009
LTU,gas,Net Zero 2050,2020,0.0724
LTU,gas,Net Zero 2050,2021,0.072
LTU,gas,Net Zero 2050,2022,0.0716
LTU,gas,Net Zero 2050,2023,0.0712
LTU,gas,Net Zero 2050,2024,0.0708
LTU,gas,Net Zero 2050,2025,0.0704
LTU,gas,Net Zero 2050,2026,0.0598
LTU,gas,Net Zero 2050,2027,0.0493
LTU,gas,Net Zero 2050,2028,0.0387
LTU,gas,Net Zero 2050,2029,0.0282
LTU,gas,Net Zero 2050,2030,0.0176
LTU,gas,Net Zero 2050,2031,0.0144
LTU,gas,Net Zero 2050,2032,0.0112
LTU,gas,Net Zero 2050,2033,0.0079
LTU,gas,Net Zero 2050,2034,0.0047
LTU,gas,Net Zero 2050,2035,0.0015
LTU,gas,Net Zero 2050,2036,0.0013
LTU,gas,Net Zero 2050,2037,0.0012
LTU,gas,Net Zero 2050,2038,0.001
LTU,gas,Net Zero 2050,2039,0.0008
LTU,gas,Net Zero 2050,2040,0.0006
LTU,gas,Net Zero 2050,2041,0.0005
LTU,gas,Net Zero 2050,2042,0.0004
LTU,gas,Net Zero 2050,2043,0.0003
LTU,gas,Net Zero 2050,2044,0.0002
LTU,gas,Net Zero 2050,2045,0.0001
LTU,gas,Net Zero 2050,2046,0.0001
LTU,gas,Net Zero 2050,2047,0.0001
LTU,gas,Net Zero 2050,2048,0.0001
LTU,gas,Net Zero 2050,2049,0.0
LTU,gas,Net Zero 2050,2050,0.0
LUX,gas,Current Policies,2020,0.048
LUX,gas,Current Policies,2021,0.0481
LUX,gas,Current Policies,2022,0.0482
LUX,gas,Current Policies,2023,0.0482
LUX,gas,Current Policies,2024,0.0483
LUX,gas,Current Policies,2025,0.0484
LUX,gas,Current Policies,2026,0.0444
LUX,gas,Current Policies,2027,0.0404
LUX,gas,Current Policies,2028,0.0365
LUX,gas,Current Policies,2029,0.0325
LUX,gas,Current Policies,2030,0.0286
LUX,gas,Current Policies,2031,0.0248
LUX,gas,Current Policies,2032,0.0211
LUX,gas,Current Policies,2033,0.0174
LUX,gas,Current Policies,2034,0.0137
LUX,gas,Current Policies,2035,0.0099
LUX,gas,Current Policies,2036,0.0084
LUX,gas,Current Policies,2037,0.0069
LUX,gas,Current Policies,2038,0.0053
LUX,gas,Current Policies,2039,0.0038
LUX,gas,Current Policies,2040,0.0022
LUX,gas,Current Policies,2041,0.0023
LUX,gas,Current Policies,2042,0.0023
LUX,gas,Current Policies,2043,0.0023
LUX,gas,Current Policies,2044,0.0024
LUX,gas,Current Policies,2045,0.0024
LUX,gas,Current Policies,2046,0.0024
LUX,gas,Current Policies,2047,0.0024
LUX,gas,Current Policies,2048,0.0024
LUX,gas,Current Policies,2049,0.0024
LUX,gas,Current Policies,2050,0.0024
LUX,gas,Delayed transition,2020,0.048
LUX,gas,Delayed transition,2021,0.0481
LUX,gas,Delayed transition,2022,0.0482
LUX,gas,Delayed transition,2023,0.0482
LUX,gas,Delayed transition,2024,0.0483
LUX,gas,Delayed transition,2025,0.0484
LUX,gas,Delayed transition,2026,0.0444
LUX,gas,Delayed transition,2027,0.0404
LUX,gas,Delayed transition,2028,0.0365
LUX,gas,Delayed transition,2029,0.0325
LUX,gas,Delayed transition,2030,0.0286
LUX,gas,Delayed transition,2031,0.0246
LUX,gas,Delayed transition,2032,0.0206
LUX,gas,Delayed transition,2033,0.0166
LUX,gas,Delayed transition,2034,0.0127
LUX,gas,Delayed transition,2035,0.0087
LUX,gas,Delayed transition,2036,0.0073
LUX,gas,Delayed transition,2037,0.0059
LUX,gas,Delayed transition,2038,0.0045
LUX,gas,Delayed transition,2039,0.0032
LUX,gas,Delayed transition,2040,0.0018
LUX,gas,Delayed transition,2041,0.0016
LUX,gas,Delayed transition,2042,0.0015
LUX,gas,Delayed transition,2043,0.0013
LUX,gas,Delayed transition,2044,0.0011
LUX,gas,Delayed transition,2045,0.001
LUX,gas,Delayed transition,2046,0.0009
LUX,gas,Delayed transition,2047,0.0008
LUX,gas,Delayed transition,2048,0.0008
LUX,gas,Delayed transition,2049,0.0007
LUX,gas,Delayed transition,2050,0.0006
LUX,gas,Net Zero 2050,2020,0.048
LUX,gas,Net Zero 2050,2021,0.0478
LUX,gas,Net Zero 2050,2022,0.0475
LUX,gas,Net Zero 2050,2023,0.0472
LUX,gas,Net Zero 2050,2024,0.047
LUX,gas,Net Zero 2050,2025,0.0467
LUX,gas,Net Zero 2050,2026,0.0397
LUX,gas,Net Zero 2050,2027,0.0327
LUX,gas,Net Zero 2050,2028,0.0257
LUX,gas,Net Zero 2050,2029,0.0187
LUX,gas,Net Zero 2050,2030,0.0117
LUX,gas,Net Zero 2050,2031,0.0095
LUX,gas,Net Zero 2050,2032,0.0074
LUX,gas,Net Zero 2050,2033,0.0053
LUX,gas,Net Zero 2050,2034,0.0031
LUX,gas,Net Zero 2050,2035,0.001
LUX,gas,Net Zero 2050,2036,0.0009
LUX,gas,Net Zero 2050,2037,0.0008
