country,fuel,scenario,year,cf
PRT,coal,Delayed transition,2023,0.5874
PRT,coal,Delayed transition,2024,0.4998
PRT,coal,Delayed transition,2025,0.4123
PRT,coal,Delayed transition,2026,0.3588
PRT,coal,Delayed transition,2027,0.3053
PRT,coal,Delayed transition,2028,0.2519
PRT,coal,Delayed transition,2029,0.1984
PRT,coal,Delayed transition,2030,0.145
PRT,coal,Delayed transition,2031,0.1279
PRT,coal,Delayed transition,2032,0.1108
PRT,coal,Delayed transition,2033,0.0936
PRT,coal,Delayed transition,2034,0.0765
PRT,coal,Delayed transition,2035,0.0594
PRT,coal,Delayed transition,2036,0.0491
PRT,coal,Delayed transition,2037,0.0388
PRT,coal,Delayed transition,2038,0.0285
PRT,coal,Delayed transition,2039,0.0182
PRT,coal,Delayed transition,2040,0.0079
PRT,coal,Delayed transition,2041,0.0064
PRT,coal,Delayed transition,2042,0.0048
PRT,coal,Delayed transition,2043,0.0033
PRT,coal,Delayed transition,2044,0.0017
PRT,coal,Delayed transition,2045,0.0001
PRT,coal,Delayed transition,2046,0.0001
PRT,coal,Delayed transition,2047,0.0001
PRT,coal,Delayed transition,2048,0.0001
PRT,coal,Delayed transition,2049,0.0001
PRT,coal,Delayed transition,2050,0.0
PRT,coal,Net Zero 2050,2020,0.85
PRT,coal,Net Zero 2050,2021,0.7452
PRT,coal,Net Zero 2050,2022,0.6404
PRT,coal,Net Zero 2050,2023,0.5356
PRT,coal,Net Zero 2050,2024,0.4308
PRT,coal,Net Zero 2050,2025,0.3261
PRT,coal,Net Zero 2050,2026,0.2741
PRT,coal,Net Zero 2050,2027,0.2222
PRT,coal,Net Zero 2050,2028,0.1702
PRT,coal,Net Zero 2050,2029,0.1183
PRT,coal,Net Zero 2050,2030,0.0663
PRT,coal,Net Zero 2050,2031,0.0531
PRT,coal,Net Zero 2050,2032,0.0399
PRT,coal,Net Zero 2050,2033,0.0266
PRT,coal,Net Zero 2050,2034,0.0134
PRT,coal,Net Zero 2050,2035,0.0002
PRT,coal,Net Zero 2050,2036,0.0002
PRT,coal,Net Zero 2050,2037,0.0002
PRT,coal,Net Zero 2050,2038,0.0001
PRT,coal,Net Zero 2050,2039,0.0001
PRT,coal,Net Zero 2050,2040,0.0001
PRT,coal,Net Zero 2050,2041,0.0001
PRT,coal,Net Zero 2050,2042,0.0001
PRT,coal,Net Zero 2050,2043,0.0001
PRT,coal,Net Zero 2050,2044,0.0001
PRT,coal,Net Zero 2050,2045,0.0001
PRT,coal,Net Zero 2050,2046,0.0001
PRT,coal,Net Zero 2050,2047,0.0
PRT,coal,Net Zero 2050,2048,0.0
PRT,coal,Net Zero 2050,2049,0.0
PRT,coal,Net Zero 2050,2050,0.0
ROU,coal,Current Policies,2020,0.3159
ROU,coal,Current Policies,2021,0.2834
ROU,coal,Current Policies,2022,0.2508
ROU,coal,Current Policies,2023,0.2183
ROU,coal,Current Policies,2024,0.1857
ROU,coal,Current Policies,2025,0.1532
ROU,coal,Current Policies,2026,0.1333
ROU,coal,Current Policies,2027,0.1135
ROU,coal,Current Policies,2028,0.0936
ROU,coal,Current Policies,2029,0.0737
ROU,coal,Current Policies,2030,0.0539
ROU,coal,Current Policies,2031,0.0475
ROU,coal,Current Policies,2032,0.0412
ROU,coal,Current Policies,2033,0.0349
ROU,coal,Current Policies,2034,0.0285
ROU,coal,Current Policies,2035,0.0222
ROU,coal,Current Policies,2036,0.0184
ROU,coal,Current Policies,2037,0.0145
ROU,coal,Current Policies,2038,0.0107
ROU,coal,Current Policies,2039,0.0069
ROU,coal,Current Policies,2040,0.003
ROU,coal,Current Policies,2041,0.0024
ROU,coal,Current Policies,2042,0.0019
ROU,coal,Current Policies,2043,0.0013
ROU,coal,Current Policies,2044,0.0007
ROU,coal,Current Policies,2045,0.0002
ROU,coal,Current Policies,2046,0.0002
ROU,coal,Current Policies,2047,0.0001
ROU,coal,Current Policies,2048,0.0001
ROU,coal,Current Policies,2049,0.0001
ROU,coal,Current Policies,2050,0.0001
ROU,coal,Delayed transition,2020,0.3159
ROU,coal,Delayed transition,2021,0.2834
ROU,coal,Delayed transition,2022,0.2508
ROU,coal,Delayed transition,2023,0.2183
ROU,coal,Delayed transition,2024,0.1857
ROU,coal,Delayed transition,2025,0.1532
ROU,coal,Delayed transition,2026,0.1333
ROU,coal,Delayed transition,2027,0.1135
ROU,coal,Delayed transition,2028,0.0936
ROU,coal,Delayed transition,2029,0.0737
ROU,coal,Delayed transition,2030,0.0539
ROU,coal,Delayed transition,2031,0.0475
ROU,coal,Delayed transition,2032,0.0412
ROU,coal,Delayed transition,2033,0.0348
ROU,coal,Delayed transition,2034,0.0284
ROU,coal,Delayed transition,2035,0.0221
ROU,coal,Delayed transition,2036,0.0183
ROU,coal,Delayed transition,2037,0.0144
ROU,coal,Delayed transition,2038,0.0106
ROU,coal,Delayed transition,2039,0.0068
ROU,coal,Delayed transition,2040,0.0029
ROU,coal,Delayed transition,2041,0.0024
ROU,coal,Delayed transition,2042,0.0018
ROU,coal,Delayed transition,2043,0.0012
ROU,coal,Delayed transition,2044,0.0006
ROU,coal,Delayed transition,2045,0.0
ROU,coal,Delayed transition,2046,0.0
ROU,coal,Delayed transition,2047,0.0
ROU,coal,Delayed transition,2048,0.0
ROU,coal,Delayed transition,2049,0.0
ROU,coal,Delayed transition,2050,0.0
ROU,coal,Net Zero 2050,2020,0.3159
ROU,coal,Net Zero 2050,2021,0.2769
ROU,coal,Net Zero 2050,2022,0.238
ROU,coal,Net Zero 2050,2023,0.1991
ROU,coal,Net Zero 2050,2024,0.1601
ROU,coal,Net Zero 2050,2025,0.1212
ROU,coal,Net Zero 2050,2026,0.1019
ROU,coal,Net Zero 2050,2027,0.0826
ROU,coal,Net Zero 2050,2028,0.0633
ROU,coal,Net Zero 2050,2029,0.0439
ROU,coal,Net Zero 2050,2030,0.0246
ROU,coal,Net Zero 2050,2031,0.0197
ROU,coal,Net Zero 2050,2032,0.0148
ROU,coal,Net Zero 2050,2033,0.0099
ROU,coal,Net Zero 2050,2034,0.005
ROU,coal,Net Zero 2050,2035,0.0001
ROU,coal,Net Zero 2050,2036,0.0001
ROU,coal,Net Zero 2050,2037,0.0001
ROU,coal,Net Zero 2050,2038,0.0001
ROU,coal,Net Zero 2050,2039,0.0
ROU,coal,Net Zero 2050,2040,0.0
ROU,coal,Net Zero 2050,2041,0.0
ROU,coal,Net Zero 2050,2042,0.0
ROU,coal,Net Zero 2050,2043,0.0
ROU,coal,Net Zero 2050,2044,0.0
ROU,coal,Net Zero 2050,2045,0.0
ROU,coal,Net Zero 2050,2046,0.0
ROU,coal,Net Zero 2050,2047,0.0
ROU,coal,Net Zero 2050,2048,0.0
ROU,coal,Net Zero 2050,2049,0.0
ROU,coal,Net Zero 2050,2050,0.0
SVK,coal,Current Policies,2020,0.4374
SVK,coal,Current Policies,2021,0.3924
SVK,coal,Current Policies,2022,0.3473
SVK,coal,Current Policies,2023,0.3023
SVK,coal,Current Policies,2024,0.2572
SVK,coal,Current Policies,2025,0.2122
SVK,coal,Current Policies,2026,0.1846
SVK,coal,Current Policies,2027,0.1571
SVK,coal,Current Policies,2028,0.1296
SVK,coal,Current Policies,2029,0.1021
SVK,coal,Current Policies,2030,0.0746
SVK,coal,Current Policies,2031,0.0658
SVK,coal,Current Policies,2032,0.0571
SVK,coal,Current Policies,2033,0.0483
SVK,coal,Current Policies,2034,0.0395
SVK,coal,Current Policies,2035,0.0307
SVK,coal,Current Policies,2036,0.0254
SVK,coal,Current Policies,2037,0.0201
SVK,coal,Current Policies,2038,0.0148
SVK,coal,Current Policies,2039,0.0095
SVK,coal,Current Policies,2040,0.0042
SVK,coal,Current Policies,2041,0.0034
SVK,coal,Current Policies,2042,0.0026
SVK,coal,Current Policies,2043,0.0018
SVK,coal,Current Policies,2044,0.001
SVK,coal,Current Policies,2045,0.0002
SVK,coal,Current Policies,2046,0.0002
SVK,coal,Current Policies,2047,0.0002
SVK,coal,Current Policies,2048,0.0001
SVK,coal,Current Policies,2049,0.0001
SVK,coal,Current Policies,2050,0.0001
SVK,coal,Delayed transition,2020,0.4374
SVK,coal,Delayed transition,2021,0.3924
SVK,coal,Delayed transition,2022,0.3473
SVK,coal,Delayed transition,2023,0.3023
SVK,coal,Delayed transition,2024,0.2572
SVK,coal,Delayed transition,2025,0.2122
SVK,coal,Delayed transition,2026,0.1846
SVK,coal,Delayed transition,2027,0.1571
SVK,coal,Delayed transition,2028,0.1296
SVK,coal,Delayed transition,2029,0.1021
SVK,coal,Delayed transition,2030,0.0746
SVK,coal,Delayed transition,2031,0.0658
SVK,coal,Delayed transition,2032,0.057
SVK,coal,Delayed transition,2033,0.0482
SVK,coal,Delayed transition,2034,0.0394
SVK,coal,Delayed transition,2035,0.0306
SVK,coal,Delayed transition,2036,0.0253
SVK,coal,Delayed transition,2037,0.02
SVK,coal,Delayed transition,2038,0.0147
SVK,coal,Delayed transition,2039,0.0094
SVK,coal,Delayed transition,2040,0.0041
SVK,coal,Delayed transition,2041,0.0033
SVK,coal,Delayed transition,2042,0.0025
SVK,coal,Delayed transition,2043,0.0017
SVK,coal,Delayed transition,2044,0.0009
SVK,coal,Delayed transition,2045,0.0001
SVK,coal,Delayed transition,2046,0.0001
SVK,coal,Delayed transition,2047,0.0
SVK,coal,Delayed transition,2048,0.0
SVK,coal,Delayed transition,2049,0.0
SVK,coal,Delayed transition,2050,0.0
SVK,coal,Net Zero 2050,2020,0.4374
SVK,coal,Net Zero 2050,2021,0.3835
SVK,coal,Net Zero 2050,2022,0.3296
SVK,coal,Net Zero 2050,2023,0.2757
SVK,coal,Net Zero 2050,2024,0.2217
SVK,coal,Net Zero 2050,2025,0.1678
SVK,coal,Net Zero 2050,2026,0.1411
SVK,coal,Net Zero 2050,2027,0.1143
SVK,coal,Net Zero 2050,2028,0.0876
SVK,coal,Net Zero 2050,2029,0.0609
SVK,coal,Net Zero 2050,2030,0.0341
SVK,coal,Net Zero 2050,2031,0.0273
SVK,coal,Net Zero 2050,2032,0.0205
SVK,coal,Net Zero 2050,2033,0.0137
SVK,coal,Net Zero 2050,2034,0.0069
SVK,coal,Net Zero 2050,2035,0.0001
SVK,coal,Net Zero 2050,2036,0.0001
SVK,coal,Net Zero 2050,2037,0.0001
SVK,coal,Net Zero 2050,2038,0.0001
SVK,coal,Net Zero 2050,2039,0.0001
SVK,coal,Net Zero 2050,2040,0.0001
SVK,coal,Net Zero 2050,2041,0.0001
SVK,coal,Net Zero 2050,2042,0.0001
SVK,coal,Net Zero 2050,2043,0.0
SVK,coal,Net Zero 2050,2044,0.0
SVK,coal,Net Zero 2050,2045,0.0
SVK,coal,Net Zero 2050,2046,0.0
SVK,coal,Net Zero 2050,2047,0.0
SVK,coal,Net Zero 2050,2048,0.0
SVK,coal,Net Zero 2050,2049,0.0
SVK,coal,Net Zero 2050,2050,0.0
SVN,coal,Current Policies,2020,0.3723
SVN,coal,Current Policies,2021,0.3339
SVN,coal,Current Policies,2022,0.2956
SVN,coal,Current Policies,2023,0.2572
SVN,coal,Current Policies,2024,0.2189
SVN,coal,Current Policies,2025,0.1806
SVN,coal,Current Policies,2026,0.1571
SVN,coal,Current Policies,2027,0.1337
SVN,coal,Current Policies,2028,0.1103
SVN,coal,Current Policies,2029,0.0869
SVN,coal,Current Policies,2030,0.0635
SVN,coal,Current Policies,2031,0.056
SVN,coal,Current Policies,2032,0.0486
SVN,coal,Current Policies,2033,0.0411
SVN,coal,Current Policies,2034,0.0336
SVN,coal,Current Policies,2035,0.0262
SVN,coal,Current Policies,2036,0.0216
SVN,coal,Current Policies,2037,0.0171
SVN,coal,Current Policies,2038,0.0126
SVN,coal,Current Policies,2039,0.0081
SVN,coal,Current Policies,2040,0.0036
SVN,coal,Current Policies,2041,0.0029
SVN,coal,Current Policies,2042,0.0022
SVN,coal,Current Policies,2043,0.0015
SVN,coal,Current Policies,2044,0.0009
SVN,coal,Current Policies,2045,0.0002
SVN,coal,Current Policies,2046,0.0002
SVN,coal,Current Policies,2047,0.0001
SVN,coal,Current Policies,2048,0.0001
SVN,coal,Current Policies,2049,0.0001
SVN,coal,Current Policies,2050,0.0001
SVN,coal,Delayed transition,2020,0.3723
SVN,coal,Delayed transition,2021,0.3339
SVN,coal,Delayed transition,2022,0.2956
SVN,coal,Delayed transition,2023,0.2572
SVN,coal,Delayed transition,2024,0.2189
SVN,coal,Delayed transition,2025,0.1806
SVN,coal,Delayed transition,2026,0.1571
SVN,coal,Delayed transition,2027,0.1337
SVN,coal,Delayed transition,2028,0.1103
SVN,coal,Delayed transition,2029,0.0869
SVN,coal,Delayed transition,2030,0.0635
SVN,coal,Delayed transition,2031,0.056
SVN,coal,Delayed transition,2032,0.0485
SVN,coal,Delayed transition,2033,0.041
SVN,coal,Delayed transition,2034,0.0335
SVN,coal,Delayed transition,2035,0.026
SVN,coal,Delayed transition,2036,0.0215
SVN,coal,Delayed transition,2037,0.017
SVN,coal,Delayed transition,2038,0.0125
SVN,coal,Delayed transition,2039,0.008
SVN,coal,Delayed transition,2040,0.0035
SVN,coal,Delayed transition,2041,0.0028
SVN,coal,Delayed transition,2042,0.0021
SVN,coal,Delayed transition,2043,0.0014
SVN,coal,Delayed transition,2044,0.0007
SVN,coal,Delayed transition,2045,0.0001
SVN,coal,Delayed transition,2046,0.0
SVN,coal,Delayed transition,2047,0.0
SVN,coal,Delayed transition,2048,0.0
SVN,coal,Delayed transition,2049,0.0
SVN,coal,Delayed transition,2050,0.0
SVN,coal,Net Zero 2050,2020,0.3723
SVN,coal,Net Zero 2050,2021,0.3264
SVN,coal,Net Zero 2050,2022,0.2805
SVN,coal,Net Zero 2050,2023,0.2346
SVN,coal,Net Zero 2050,2024,0.1887
SVN,coal,Net Zero 2050,2025,0.1428
SVN,coal,Net Zero 2050,2026,0.1201
SVN,coal,Net Zero 2050,2027,0.0973
SVN,coal,Net Zero 2050,2028,0.0745
SVN,coal,Net Zero 2050,2029,0.0518
SVN,coal,Net Zero 2050,2030,0.029
SVN,coal,Net Zero 2050,2031,0.0232
SVN,coal,Net Zero 2050,2032,0.0175
SVN,coal,Net Zero 2050,2033,0.0117
SVN,coal,Net Zero 2050,2034,0.0059
SVN,coal,Net Zero 2050,2035,0.0001
SVN,coal,Net Zero 2050,2036,0.0001
SVN,coal,Net Zero 2050,2037,0.0001
SVN,coal,Net Zero 2050,2038,0.0001
SVN,coal,Net Zero 2050,2039,0.0001
SVN,coal,Net Zero 2050,2040,0.0001
SVN,coal,Net Zero 2050,2041,0.0
SVN,coal,Net Zero 2050,2042,0.0
SVN,coal,Net Zero 2050,2043,0.0
SVN,coal,Net Zero 2050,2044,0.0
SVN,coal,Net Zero 2050,2045,0.0
SVN,coal,Net Zero 2050,2046,0.0
SVN,coal,Net Zero 2050,2047,0.0
SVN,coal,Net Zero 2050,2048,0.0
SVN,coal,Net Zero 2050,2049,0.0
SVN,coal,Net Zero 2050,2050,0.0
ESP,coal,Current Policies,2020,0.85
ESP,coal,Current Policies,2021,0.7625
ESP,coal,Current Policies,2022,0.6749
ESP,coal,Current Policies,2023,0.5874
ESP,coal,Current Policies,2024,0.4998
ESP,coal,Current Policies,2025,0.4123
ESP,coal,Current Policies,2026,0.3588
ESP,coal,Current Policies,2027,0.3053
ESP,coal,Current Policies,2028,0.2519
ESP,coal,Current Policies,2029,0.1984
ESP,coal,Current Policies,2030,0.145
ESP,coal,Current Policies,2031,0.1279
ESP,coal,Current Policies,2032,0.1109
ESP,coal,Current Policies,2033,0.0938
ESP,coal,Current Policies,2034,0.0768
ESP,coal,Current Policies,2035,0.0597
ESP,coal,Current Policies,2036,0.0494
ESP,coal,Current Policies,2037,0.0391
ESP,coal,Current Policies,2038,0.0288
ESP,coal,Current Policies,2039,0.0184
ESP,coal,Current Policies,2040,0.0081
ESP,coal,Current Policies,2041,0.0066
ESP,coal,Current Policies,2042,0.0051
ESP,coal,Current Policies,2043,0.0035
ESP,coal,Current Policies,2044,0.002
ESP,coal,Current Policies,2045,0.0005
ESP,coal,Current Policies,2046,0.0004
ESP,coal,Current Policies,2047,0.0003
ESP,coal,Current Policies,2048,0.0003
ESP,coal,Current Policies,2049,0.0002
ESP,coal,Current Policies,2050,0.0001
ESP,coal,Delayed transition,2020,0.85
ESP,coal,Delayed transition,2021,0.7625
ESP,coal,Delayed transition,2022,0.6749
ESP,coal,Delayed transition,2023,0.5874
ESP,coal,Delayed transition,2024,0.4998
ESP,coal,Delayed transition,2025,0.4123
ESP,coal,Delayed transition,2026,0.3588
ESP,coal,Delayed transition,2027,0.3053
ESP,coal,Delayed transition,2028,0.2519
ESP,coal,Delayed transition,2029,0.1984
ESP,coal,Delayed transition,2030,0.145
ESP,coal,Delayed transition,2031,0.1279
ESP,coal,Delayed transition,2032,0.1108
ESP,coal,Delayed transition,2033,0.0936
ESP,coal,Delayed transition,2034,0.0765
ESP,coal,Delayed transition,2035,0.0594
ESP,coal,Delayed transition,2036,0.0491
ESP,coal,Delayed transition,2037,0.0388
ESP,coal,Delayed transition,2038,0.0285
ESP,coal,Delayed transition,2039,0.0182
ESP,coal,Delayed transition,2040,0.0079
ESP,coal,Delayed transition,2041,0.0064
ESP,coal,Delayed transition,2042,0.0048
ESP,coal,Delayed transition,2043,0.0033
ESP,coal,Delayed transition,2044,0.0017
ESP,coal,Delayed transition,2045,0.0001
ESP,coal,Delayed transition,2046,0.0001
ESP,coal,Delayed transition,2047,0.0001
ESP,coal,Delayed transition,2048,0.0001
ESP,coal,Delayed transition,2049,0.0001
ESP,coal,Delayed transition,2050,0.0
ESP,coal,Net Zero 2050,2020,0.85
ESP,coal,Net Zero 2050,2021,0.7452
ESP,coal,Net Zero 2050,2022,0.6404
ESP,coal,Net Zero 2050,2023,0.5356
ESP,coal,Net Zero 2050,2024,0.4308
ESP,coal,Net Zero 2050,2025,0.3261
ESP,coal,Net Zero 2050,2026,0.2741
ESP,coal,Net Zero 2050,2027,0.2222
ESP,coal,Net Zero 2050,2028,0.1702
ESP,coal,Net Zero 2050,2029,0.1183
ESP,coal,Net Zero 2050,2030,0.0663
ESP,coal,Net Zero 2050,2031,0.0531
ESP,coal,Net Zero 2050,2032,0.0399
ESP,coal,Net Zero 2050,2033,0.0266
ESP,coal,Net Zero 2050,2034,0.0134
ESP,coal,Net Zero 2050,2035,0.0002
ESP,coal,Net Zero 2050,2036,0.0002
ESP,coal,Net Zero 2050,2037,0.0002
ESP,coal,Net Zero 2050,2038,0.0001
ESP,coal,Net Zero 2050,2039,0.0001
ESP,coal,Net Zero 2050,2040,0.0001
ESP,coal,Net Zero 2050,2041,0.0001
ESP,coal,Net Zero 2050,2042,0.0001
ESP,coal,Net Zero 2050,2043,0.0001
ESP,coal,Net Zero 2050,2044,0.0001
ESP,coal,Net Zero 2050,2045,0.0001
ESP,coal,Net Zero 2050,2046,0.0001
ESP,coal,Net Zero 2050,2047,0.0
ESP,coal,Net Zero 2050,2048,0.0
ESP,coal,Net Zero 2050,2049,0.0
ESP,coal,Net Zero 2050,2050,0.0
SWE,coal,Current Policies,2020,0.2953
SWE,coal,Current Policies,2021,0.2649
SWE,coal,Current Policies,2022,0.2345
SWE,coal,Current Policies,2023,0.2041
SWE,coal,Current Policies,2024,0.1737
SWE,coal,Current Policies,2025,0.1432
SWE,coal,Current Policies,2026,0.1247
SWE,coal,Current Policies,2027,0.1061
SWE,coal,Current Policies,2028,0.0875
SWE,coal,Current Policies,2029,0.0689
SWE,coal,Current Policies,2030,0.0504
SWE,coal,Current Policies,2031,0.0444
SWE,coal,Current Policies,2032,0.0385
SWE,coal,Current Policies,2033,0.0326
SWE,coal,Current Policies,2034,0.0267
SWE,coal,Current Policies,2035,0.0207
SWE,coal,Current Policies,2036,0.0172
SWE,coal,Current Policies,2037,0.0136
SWE,coal,Current Policies,2038,0.01
SWE,coal,Current Policies,2039,0.0064
SWE,coal,Current Policies,2040,0.0028
SWE,coal,Current Policies,2041,0.0023
SWE,coal,Current Policies,2042,0.0018
SWE,coal,Current Policies,2043,0.0012
SWE,coal,Current Policies,2044,0.0007
SWE,coal,Current Policies,2045,0.0002
SWE,coal,Current Policies,2046,0.0001
SWE,coal,Current Policies,2047,0.0001
SWE,coal,Current Policies,2048,0.0001
SWE,coal,Current Policies,2049,0.0001
SWE,coal,Current Policies,2050,0.0
SWE,coal,Delayed transition,2020,0.2953
SWE,coal,Delayed transition,2021,0.2649
SWE,coal,Delayed transition,2022,0.2345
SWE,coal,Delayed transition,2023,0.2041
SWE,coal,Delayed transition,2024,0.1737
SWE,coal,Delayed transition,2025,0.1432
SWE,coal,Delayed transition,2026,0.1247
SWE,coal,Delayed transition,2027,0.1061
SWE,coal,Delayed transition,2028,0.0875
SWE,coal,Delayed transition,2029,0.0689
SWE,coal,Delayed transition,2030,0.0504
SWE,coal,Delayed transition,2031,0.0444
SWE,coal,Delayed transition,2032,0.0385
SWE,coal,Delayed transition,2033,0.0325
SWE,coal,Delayed transition,2034,0.0266
SWE,coal,Delayed transition,2035,0.0206
SWE,coal,Delayed transition,2036,0.0171
SWE,coal,Delayed transition,2037,0.0135
SWE,coal,Delayed transition,2038,0.0099
SWE,coal,Delayed transition,2039,0.0063
SWE,coal,Delayed transition,2040,0.0028
SWE,coal,Delayed transition,2041,0.0022
SWE,coal,Delayed transition,2042,0.0017
SWE,coal,Delayed transition,2043,0.0011
SWE,coal,Delayed transition,2044,0.0006
SWE,coal,Delayed transition,2045,0.0
SWE,coal,Delayed transition,2046,0.0
SWE,coal,Delayed transition,2047,0.0
SWE,coal,Delayed transition,2048,0.0
SWE,coal,Delayed transition,2049,0.0
SWE,coal,Delayed transition,2050,0.0
SWE,coal,Net Zero 2050,2020,0.2953
SWE,coal,Net Zero 2050,2021,0.2589
SWE,coal,Net Zero 2050,2022,0.2225
SWE,coal,Net Zero 2050,2023,0.1861
SWE,coal,Net Zero 2050,2024,0.1497
SWE,coal,Net Zero 2050,2025,0.1133
SWE,coal,Net Zero 2050,2026,0.0952
SWE,coal,Net Zero 2050,2027,0.0772
SWE,coal,Net Zero 2050,2028,0.0591
SWE,coal,Net Zero 2050,2029,0.0411
SWE,coal,Net Zero 2050,2030,0.023
SWE,coal,Net Zero 2050,2031,0.0184
SWE,coal,Net Zero 2050,2032,0.0138
SWE,coal,Net Zero 2050,2033,0.0093
SWE,coal,Net Zero 2050,2034,0.0047
SWE,coal,Net Zero 2050,2035,0.0001
SWE,coal,Net Zero 2050,2036,0.0001
SWE,coal,Net Zero 2050,2037,0.0001
SWE,coal,Net Zero 2050,2038,0.0001
SWE,coal,Net Zero 2050,2039,0.0
SWE,coal,Net Zero 2050,2040,0.0
SWE,coal,Net Zero 2050,2041,0.0
SWE,coal,Net Zero 2050,2042,0.0
SWE,coal,Net Zero 2050,2043,0.0
SWE,coal,Net Zero 2050,2044,0.0
SWE,coal,Net Zero 2050,2045,0.0
SWE,coal,Net Zero 2050,2046,0.0
SWE,coal,Net Zero 2050,2047,0.0
SWE,coal,Net Zero 2050,2048,0.0
SWE,coal,Net Zero 2050,2049,0.0
SWE,coal,Net Zero 2050,2050,0.0
AUT,gas,Current Policies,2020,0.5361
AUT,gas,Current Policies,2021,0.5369
AUT,gas,Current Policies,2022,0.5376
AUT,gas,Current Policies,2023,0.5383
AUT,gas,Current Policies,2024,0.5391
AUT,gas,Current Policies,2025,0.5398
AUT,gas,Current Policies,2026,0.4956
AUT,gas,Current Policies,2027,0.4514
AUT,gas,Current Policies,2028,0.4072
AUT,gas,Current Policies,2029,0.3629
AUT,gas,Current Policies,2030,0.3187
AUT,gas,Current Policies,2031,0.2772
AUT,gas,Current Policies,2032,0.2356
AUT,gas,Current Policies,2033,0.194
AUT,gas,Current Policies,2034,0.1525
AUT,gas,Current Policies,2035,0.1109
AUT,gas,Current Policies,2036,0.0937
AUT,gas,Current Policies,2037,0.0766
AUT,gas,Current Policies,2038,0.0594
AUT,gas,Current Policies,2039,0.0422
AUT,gas,Current Policies,2040,0.025
AUT,gas,Current Policies,2041,0.0254
AUT,gas,Current Policies,2042,0.0258
AUT,gas,Current Policies,2043,0.0262
AUT,gas,Current Policies,2044,0.0266
AUT,gas,Current Policies,2045,0.027
AUT,gas,Current Policies,2046,0.027
AUT,gas,Current Policies,2047,0.027
AUT,gas,Current Policies,2048,0.027
AUT,gas,Current Policies,2049,0.027
AUT,gas,Current Policies,2050,0.0271
AUT,gas,Delayed transition,2020,0.5361
AUT,gas,Delayed transition,2021,0.5369
AUT,gas,Delayed transition,2022,0.5376
AUT,gas,Delayed transition,2023,0.5383
AUT,gas,Delayed transition,2024,0.5391
AUT,gas,Delayed transition,2025,0.5398
AUT,gas,Delayed transition,2026,0.4956
AUT,gas,Delayed transition,2027,0.4514
AUT,gas,Delayed transition,2028,0.4072
AUT,gas,Delayed transition,2029,0.3629
AUT,gas,Delayed transition,2030,0.3187
AUT,gas,Delayed transition,2031,0.2744
AUT,gas,Delayed transition,2032,0.23
AUT,gas,Delayed transition,2033,0.1857
AUT,gas,Delayed transition,2034,0.1414
AUT,gas,Delayed transition,2035,0.097
AUT,gas,Delayed transition,2036,0.0816
AUT,gas,Delayed transition,2037,0.0661
AUT,gas,Delayed transition,2038,0.0507
AUT,gas,Delayed transition,2039,0.0352
AUT,gas,Delayed transition,2040,0.0197
AUT,gas,Delayed transition,2041,0.018
AUT,gas,Delayed transition,2042,0.0162
AUT,gas,Delayed transition,2043,0.0145
AUT,gas,Delayed transition,2044,0.0127
AUT,gas,Delayed transition,2045,0.011
AUT,gas,Delayed transition,2046,0.0101
AUT,gas,Delayed transition,2047,0.0093
AUT,gas,Delayed transition,2048,0.0084
AUT,gas,Delayed transition,2049,0.0075
AUT,gas,Delayed transition,2050,0.0067
AUT,gas,Net Zero 2050,2020,0.5361
AUT,gas,Net Zero 2050,2021,0.5331
AUT,gas,Net Zero 2050,2022,0.5301
AUT,gas,Net Zero 2050,2023,0.5271
AUT,gas,Net Zero 2050,2024,0.5241
AUT,gas,Net Zero 2050,2025,0.5211
AUT,gas,Net Zero 2050,2026,0.4429
AUT,gas,Net Zero 2050,2027,0.3648
AUT,gas,Net Zero 2050,2028,0.2866
AUT,gas,Net Zero 2050,2029,0.2085
AUT,gas,Net Zero 2050,2030,0.1303
AUT,gas,Net Zero 2050,2031,0.1065
AUT,gas,Net Zero 2050,2032,0.0826
AUT,gas,Net Zero 2050,2033,0.0588
AUT,gas,Net Zero 2050,2034,0.035
AUT,gas,Net Zero 2050,2035,0.0111
AUT,gas,Net Zero 2050,2036,0.0098
AUT,gas,Net Zero 2050,2037,0.0085
AUT,gas,Net Zero 2050,2038,0.0072
AUT,gas,Net Zero 2050,2039,0.0059
AUT,gas,Net Zero 2050,2040,0.0046
AUT,gas,Net Zero 2050,2041,0.0039
AUT,gas,Net Zero 2050,2042,0.0031
AUT,gas,Net Zero 2050,2043,0.0023
AUT,gas,Net Zero 2050,2044,0.0015
AUT,gas,Net Zero 2050,2045,0.0007
AUT,gas,Net Zero 2050,2046,0.0006
AUT,gas,Net Zero 2050,2047,0.0005
AUT,gas,Net Zero 2050,2048,0.0004
AUT,gas,Net Zero 2050,2049,0.0003
AUT,gas,Net Zero 2050,2050,0.0001
BEL,gas,Current Policies,2020,0.7635
BEL,gas,Current Policies,2021,0.7646
BEL,gas,Current Policies,2022,0.7656
BEL,gas,Current Policies,2023,0.7667
BEL,gas,Current Policies,2024,0.7677
BEL,gas,Current Policies,2025,0.7688
BEL,gas,Current Policies,2026,0.7058
BEL,gas,Current Policies,2027,0.6428
BEL,gas,Current Policies,2028,0.5798
BEL,gas,Current Policies,2029,0.5169
BEL,gas,Current Policies,2030,0.4539
BEL,gas,Current Policies,2031,0.3947
