gppd_idnr,name,country,country_long,fuel,capacity_mw,commissioning_year,age_2020_years,lifetime,remaining_life_2020_years,carbon_intensity_tCO2_per_MWh_elec,om_variable_eur2024_per_MWh,capacity_factor_2020,latitude,longitude
WRI1006101,Natural Gas Turbine #3,DEU,Germany,gas,36.0,2014,6,35,29,0.40392,4.0,0.39554218259709556,51.1514,13.9776
WRI1005706,Natural Gas Turbine #6,DEU,Germany,gas,217.8,1996,24,35,11,0.40392,4.0,0.39554218259709556,51.2212,6.7319
WRI1005708,Natural Gas Turbine #7,DEU,Germany,gas,18.6,1996,24,35,11,0.40392,4.0,0.39554218259709556,49.4059,11.1329
WRI1005972,Natural Gas Turbine #8,DEU,Germany,gas,28.8,2004,16,35,19,0.40392,4.0,0.39554218259709556,48.401,10.9358
WRI1005973,Natural Gas Turbine #9,DEU,Germany,gas,51.9,1975,45,35,-10,0.40392,4.0,0.39554218259709556,50.8305,6.9594
WRI1005967,Natural Gas- u. Dampfturbinenanlage Südraum,DEU,Germany,gas,38.6,2012,8,35,27,0.40392,4.0,0.39554218259709556,49.2137,6.9781
WRI1005968,Natural Gasblock,DEU,Germany,gas,293.0,1976,44,35,-9,0.40392,4.0,0.39554218259709556,51.2214,6.7313
WRI1005969,Natural Gaskraftwerk #1,DEU,Germany,gas,45.3,1966,54,35,-19,0.40392,4.0,0.39554218259709556,50.7055,6.6536
WRI1005971,Natural Gasmotore,DEU,Germany,gas,23.3,2011,9,35,26,0.40392,4.0,0.39554218259709556,47.8561,12.1341
WRI1005988,Obernburg,DEU,Germany,gas,100.0,1996,24,35,11,0.40392,4.0,0.39554218259709556,49.8293,9.1482
WRI1005992,P&L Werk Appeldorn,DEU,Germany,gas,11.4,2004,16,35,19,0.40392,4.0,0.39554218259709556,51.7297,6.3586
WRI1005996,P&L Werk Lage,DEU,Germany,gas,10.2,1980,40,35,-5,0.40392,4.0,0.39554218259709556,51.9861,8.8073
WRI1006003,PKV Kraftwerk,DEU,Germany,gas,60.0,1989,31,35,4,0.40392,4.0,0.39554218259709556,53.4032,8.1282
WRI1006010,PWG,DEU,Germany,gas,10.6,1996,24,35,11,0.40392,4.0,0.39554218259709556,47.7895,11.0554
WRI1006014,RAG Anthrazit Ibbenbüren GmbH,DEU,Germany,gas,33.4,1985,35,35,0,0.40392,4.0,0.39554218259709556,52.2859,7.7461
WRI1006012,Raffineriekraftwerk,DEU,Germany,oil,92.5,1997,23,35,12,0.7621714285714286,7.0,0.1562851530269719,51.2998,12.0193
WRI1006013,Raffineriekraftwerk Köln Godorf,DEU,Germany,oil,80.0,2004,16,35,19,0.7621714285714286,7.0,0.1562851530269719,50.8548,6.9808
WRI1006025,Rheinhafen-Dampfkraftwerk,DEU,Germany,gas,353.0,1998,22,35,13,0.40392,4.0,0.39554218259709556,49.013,8.304
WRI1006049,SKW Diesel,DEU,Germany,oil,10.5,1978,42,35,-7,0.7621714285714286,7.0,0.1562851530269719,47.6835,10.3191
WRI1006050,SKW Natural Gasturbine,DEU,Germany,oil,24.0,1988,32,35,3,0.7621714285714286,7.0,0.1562851530269719,47.6835,10.3191
WRI1006061,STW,DEU,Germany,gas,13.5,2007,13,35,22,0.40392,4.0,0.39554218259709556,50.8741,13.3944
WRI1006047,Sigmundshall,DEU,Germany,gas,19.0,1974,46,35,-11,0.40392,4.0,0.39554218259709556,52.4185,9.3681
WRI1006051,Spitzenlastanlage Barmen,DEU,Germany,oil,60.0,2008,12,35,23,0.7621714285714286,7.0,0.1562851530269719,51.2689,7.2003
WRI1006052,Spitzenlastkraftwerk Großkayna,DEU,Germany,oil,120.0,1994,26,35,9,0.7621714285714286,7.0,0.1562851530269719,51.2919,11.9465
WRI1006053,Spitzenlastkraftwerk Sermuth,DEU,Germany,oil,17.0,1995,25,35,10,0.7621714285714286,7.0,0.1562851530269719,51.1614,12.7815
WRI1006054,Spitzenlastkraftwerk Wolfen,DEU,Germany,gas,40.0,1997,23,35,12,0.40392,4.0,0.39554218259709556,51.6431,12.2289
WRI1006058,Steinitz,DEU,Germany,gas,11.4,1995,25,35,10,0.40392,4.0,0.39554218259709556,52.83,11.1033
WRI1006062,Süd DT1,DEU,Germany,gas,79.7,1980,40,35,-5,0.40392,4.0,0.39554218259709556,48.1351,11.582
WRI1006063,Süd DT60,DEU,Germany,gas,127.6,2004,16,35,19,0.40392,4.0,0.39554218259709556,48.1351,11.582
WRI1006064,Süd GT 61,DEU,Germany,gas,444.6,2004,16,35,19,0.40392,4.0,0.39554218259709556,48.1351,11.582
WRI1006068,Thyrow,DEU,Germany,gas,296.0,1996,24,35,11,0.40392,4.0,0.39554218259709556,52.2302,13.3019
WRI1006074,Trianel Natural Gaskraftwerk,DEU,Germany,gas,838.0,2008,12,35,23,0.40392,4.0,0.39554218259709556,51.6739,7.9291
WRI1006115,UPM Augsburg,DEU,Germany,gas,29.0,1966,54,35,-19,0.40392,4.0,0.39554218259709556,48.3801,10.9014
WRI1006113,Unterbreizbach,DEU,Germany,gas,33.6,1965,55,35,-20,0.40392,4.0,0.39554218259709556,50.8132,9.9775
WRI1006131,Wedel,DEU,Germany,oil,101.0,1972,48,35,-13,0.7621714285714286,7.0,0.1562851530269719,53.5663,9.7285
WRI1006137,Werkskraftwerk Sappi Alfeld 2,DEU,Germany,gas,20.0,1947,73,35,-38,0.40392,4.0,0.39554218259709556,51.9851,9.8225
WRI1006144,Wilhelmshaven (Oil),DEU,Germany,oil,56.0,1973,47,35,-12,0.7621714285714286,7.0,0.1562851530269719,53.5658,8.1462
WRI1006145,Wilmersdorf,DEU,Germany,oil,828.0,1977,43,35,-8,0.7621714285714286,7.0,0.1562851530269719,52.4816,13.3076
WRI1006146,Wintershall,DEU,Germany,gas,109.5,1967,53,35,-18,0.40392,4.0,0.39554218259709556,50.894,9.9972
WRI1006150,X-Kraftwerk,DEU,Germany,gas,27.0,1981,39,35,-4,0.40392,4.0,0.39554218259709556,51.0144,6.9873
WRI1006153,Zielitz,DEU,Germany,gas,52.0,1996,24,35,11,0.40392,4.0,0.39554218259709556,52.2985,11.6796
WRI1061107,Agios Georgiou,GRC,Greece,gas,360.0,2010,10,35,25,0.40392,4.0,0.4778619302655069,37.9539,23.6104
WRI1061105,Aliveri,GRC,Greece,gas,420.0,2010,10,35,25,0.40392,4.0,0.4778619302655069,38.3896,24.0524
WRI1061072,Atherinolakkos,GRC,Greece,oil,102.0,1990,30,35,5,0.7621714285714286,7.0,0.85,35.0038,26.1397
WRI1061109,Chania,GRC,Greece,gas,134.0,1998,22,35,13,0.40392,4.0,0.4778619302655069,35.488,24.0384
WRI1061108,Heron I,GRC,Greece,gas,148.0,2010,10,35,25,0.40392,4.0,0.4778619302655069,38.2801,23.3264
WRI1061103,Heron II,GRC,Greece,gas,432.0,2010,10,35,25,0.40392,4.0,0.4778619302655069,38.2792,23.3299
WRI1061102,Korinthos Power Plant,GRC,Greece,gas,437.0,2012,8,35,27,0.40392,4.0,0.4778619302655069,37.9208,23.0665
WRI1061100,Kotomini,GRC,Greece,gas,485.0,2002,18,35,17,0.40392,4.0,0.4778619302655069,41.0646,25.4899
WRI1061099,Lavrio,GRC,Greece,gas,723.0,2010,10,35,25,0.40392,4.0,0.4778619302655069,37.7463,24.0666
WRI1061071,Linoperamata,GRC,Greece,oil,193.0,1990,30,35,5,0.7621714285714286,7.0,0.85,35.34,25.0523
WRI1061098,Megalopolis V,GRC,Greece,gas,811.0,2010,10,35,25,0.40392,4.0,0.4778619302655069,37.418,22.1083
WRI1061101,Protergia Power Plant,GRC,Greece,gas,444.0,2011,9,35,26,0.40392,4.0,0.4778619302655069,38.3585,22.6883
WRI1023514,South Rhodes Power Plant,GRC,Greece,oil,206.0,1990,30,35,5,0.7621714285714286,7.0,0.85,36.3789,28.0186
WRI1061106,Thessaloniki Power Plant,GRC,Greece,gas,390.0,2005,15,35,20,0.40392,4.0,0.4778619302655069,40.6872,22.885
WRI1061104,Thisvi Power Station,GRC,Greece,gas,421.0,2010,10,35,25,0.40392,4.0,0.4778619302655069,38.2365,22.95
WRI1020251,Alpiq Csepel Erőmű,HUN,Hungary,gas,401.0,2002,18,35,17,0.40392,4.0,0.341009542951005,47.428,19.0525
WRI1020262,Debreceni Kombináltciklusú Erőmű,HUN,Hungary,gas,95.0,2002,18,35,17,0.40392,4.0,0.341009542951005,47.5185,21.6329
WRI1020249,Dunamenti Erőmű,HUN,Hungary,gas,840.7,2002,18,35,17,0.40392,4.0,0.341009542951005,47.3283,18.9169
WRI1020270,GREENERGY szabályozási központ,HUN,Hungary,gas,45.8,2002,18,35,17,0.40392,4.0,0.341009542951005,46.0641,18.2646
WRI1020250,Gönyűi Erőmű,HUN,Hungary,gas,426.6,2002,18,35,17,0.40392,4.0,0.341009542951005,47.7384,17.8033
WRI1020253,Kelenföldi Erőmű,HUN,Hungary,gas,173.0,2002,18,35,17,0.40392,4.0,0.341009542951005,47.4624,19.0563
WRI1020259,Kispesti Erőmű,HUN,Hungary,gas,109.2,2002,18,35,17,0.40392,4.0,0.341009542951005,47.4568,19.1673
WRI1020254,Lőrinci Gázturbinás Erőmű,HUN,Hungary,oil,170.0,1990,30,35,5,0.7621714285714286,7.0,0.021894977168949774,47.7164,19.6778
WRI1020247,Tiszai Erőmű,HUN,Hungary,gas,864.0,2002,18,35,17,0.40392,4.0,0.341009542951005,47.9178,21.0784
WRI1002813,Aghada,IRL,Ireland,gas,528.0,2002,18,35,17,0.40392,4.0,0.4718924266453969,51.8347,-8.2362
WRI1002814,Aghada CCGT,IRL,Ireland,gas,435.0,2002,18,35,17,0.40392,4.0,0.4718924266453969,51.8347,-8.2362
WRI1002820,Cushaling,IRL,Ireland,oil,116.0,1990,30,35,5,0.7621714285714286,7.0,0.02234308037422515,53.2926,-7.0866
WRI1002821,Dublin Bay Power,IRL,Ireland,gas,415.0,2002,18,35,17,0.40392,4.0,0.4718924266453969,53.34,-6.2049
WRI1002822,Edenderry,IRL,Ireland,oil,117.6,1990,30,35,5,0.7621714285714286,7.0,0.02234308037422515,53.2902,-7.0845
WRI1002824,Great Island,IRL,Ireland,oil,216.0,1990,30,35,5,0.7621714285714286,7.0,0.02234308037422515,52.2793,-6.9935
WRI1002825,Huntstown,IRL,Ireland,gas,343.0,2002,18,35,17,0.40392,4.0,0.4718924266453969,53.4119,-6.3261
WRI1002826,Huntstown Phase II,IRL,Ireland,gas,404.0,2002,18,35,17,0.40392,4.0,0.4718924266453969,53.4119,-6.3261
WRI1002832,Marina No ST,IRL,Ireland,gas,88.0,2002,18,35,17,0.40392,4.0,0.4718924266453969,51.9,-8.4458
WRI1002836,Poolbeg Combined Cycle,IRL,Ireland,gas,480.0,2002,18,35,17,0.40392,4.0,0.4718924266453969,53.3396,-6.1867
WRI1002837,Rhode,IRL,Ireland,oil,104.0,1990,30,35,5,0.7621714285714286,7.0,0.02234308037422515,53.3594,-7.213
WRI1002838,Sealrock (Aughinish CHP),IRL,Ireland,gas,166.0,2002,18,35,17,0.40392,4.0,0.4718924266453969,52.6324,-9.0596
WRI1002839,Tarbert,IRL,Ireland,oil,488.0,1990,30,35,5,0.7621714285714286,7.0,0.02234308037422515,52.5893,-9.3632
WRI1002840,Tawnaghmore,IRL,Ireland,oil,104.0,1990,30,35,5,0.7621714285714286,7.0,0.02234308037422515,54.1934,-9.2206
WRI1002842,Tynagh,IRL,Ireland,gas,388.5,2002,18,35,17,0.40392,4.0,0.4718924266453969,53.1658,-8.381
WRI1002844,Whitegate,IRL,Ireland,gas,445.0,2002,18,35,17,0.40392,4.0,0.4718924266453969,51.8161,-8.2511
WRI1002845,ALTOMONTE,ITA,Italy,gas,808.0,2006,14,35,21,0.40392,4.0,0.04376401800344475,39.7118,16.215
WRI1002847,API ENERGIA IGCC,ITA,Italy,gas,280.0,2001,19,35,16,0.40392,4.0,0.04376401800344475,37.2814,13.521
WRI1002848,ASSEMINI,ITA,Italy,oil,177.0,1992,28,35,7,0.7621714285714286,7.0,0.01050358386484759,39.2269,8.9972
WRI1002849,AUGUSTA C.LE,ITA,Italy,oil,210.0,1959,61,35,-26,0.7621714285714286,7.0,0.01050358386484759,37.2083,15.1778
WRI1002851,AZOTATI,ITA,Italy,gas,240.0,1993,27,35,8,0.40392,4.0,0.04376401800344475,45.4511,12.2239
WRI1002857,BUSSI,ITA,Italy,gas,125.0,1994,26,35,9,0.40392,4.0,0.04376401800344475,42.2002,13.8398
WRI1002858,CANDELA,ITA,Italy,gas,400.0,2004,16,35,19,0.40392,4.0,0.04376401800344475,41.2014,15.4762
WRI1002862,CCGT APRILIA,ITA,Italy,gas,787.0,2004,16,35,19,0.40392,4.0,0.04376401800344475,41.5616,12.6337
WRI1002864,CELANO,ITA,Italy,gas,180.0,1998,22,35,13,0.40392,4.0,0.04376401800344475,42.0458,13.5475
WRI1002865,CENTRALE DI SCANDALE,ITA,Italy,gas,826.0,2004,16,35,19,0.40392,4.0,0.04376401800344475,39.1022,17.0325
WRI1002866,CENTRALE DI TEVEROLA,ITA,Italy,gas,400.0,2007,13,35,22,0.40392,4.0,0.04376401800344475,41.0092,14.2281
WRI1002867,CENTRALE DI TURANO LODIGIANO - BERTONICO (LO),ITA,Italy,gas,800.0,2011,9,35,26,0.40392,4.0,0.04376401800344475,45.2268,9.6377
WRI1002871,CHIVASSO,ITA,Italy,gas,1123.0,2004,16,35,19,0.40392,4.0,0.04376401800344475,45.1856,7.9016
WRI1002873,CTE DEL MINCIO,ITA,Italy,gas,400.0,2004,16,35,19,0.40392,4.0,0.04376401800344475,45.3993,10.7142
WRI1002874,CTE NUCE NORD,ITA,Italy,gas,480.0,2004,16,35,19,0.40392,4.0,0.04376401800344475,37.1313,15.2014
WRI1002875,CTE TAMARETE,ITA,Italy,gas,104.0,2013,7,35,28,0.40392,4.0,0.04376401800344475,42.3496,14.4039
WRI1002861,Cassano d’Adda,ITA,Italy,gas,969.0,2004,16,35,19,0.40392,4.0,0.04376401800344475,45.5115,9.5098
WRI1002876,E.ON C.TE LIVORNO FERRARIS,ITA,Italy,gas,804.0,2004,16,35,19,0.40392,4.0,0.04376401800344475,45.2372,8.1932
WRI1002878,ENERGIA MOLISE,ITA,Italy,gas,769.0,2006,14,35,21,0.40392,4.0,0.04376401800344475,41.9369,15.0004
WRI1002879,ENIPOWER BRINDISI,ITA,Italy,gas,1260.0,2004,16,35,19,0.40392,4.0,0.04376401800344475,40.6293,18.0033
WRI1002880,ENIPOWER RAVENNA,ITA,Italy,gas,972.0,2000,20,35,15,0.40392,4.0,0.04376401800344475,45.512,9.509
WRI1002890,GISSI,ITA,Italy,gas,840.0,2004,16,35,19,0.40392,4.0,0.04376401800344475,42.0502,14.5639
WRI1002894,ISAB ENERGY,ITA,Italy,gas,521.0,1998,22,35,13,0.40392,4.0,0.04376401800344475,37.1399,15.2158
WRI1002896,JESI,ITA,Italy,gas,140.0,2001,19,35,16,0.40392,4.0,0.04376401800344475,43.5537,13.285
WRI1002897,LA CASELLA C.LE,ITA,Italy,gas,1465.85,2004,16,35,19,0.40392,4.0,0.04376401800344475,45.0904,9.4805
WRI1002898,LAMARMORA,ITA,Italy,oil,116.7,1969,51,35,-16,0.7621714285714286,7.0,0.01050358386484759,45.5248,10.2273
WRI1002903,LARINO TG,ITA,Italy,gas,250.0,1992,28,35,7,0.40392,4.0,0.04376401800344475,41.8055,14.9193
WRI1002904,LEINI,ITA,Italy,gas,379.5,2007,13,35,22,0.40392,4.0,0.04376401800344475,45.163,7.7505
WRI1002905,LEVANTE,ITA,Italy,gas,752.5,1992,28,35,7,0.40392,4.0,0.04376401800344475,45.4458,12.2552
WRI1002906,LIVORNO MARZOCCO,ITA,Italy,oil,310.0,1965,55,35,-20,0.7621714285714286,7.0,0.01050358386484759,43.5673,10.31
WRI1002909,MILAZZO,ITA,Italy,gas,162.9,2004,16,35,19,0.40392,4.0,0.04376401800344475,38.2212,15.2383
WRI1002910,MONCALIERI,ITA,Italy,gas,780.0,2004,16,35,19,0.40392,4.0,0.04376401800344475,44.993,7.6755
WRI1002912,MONTALTO (Alessandro Volta),ITA,Italy,gas,3446.0,2004,16,35,19,0.40392,4.0,0.04376401800344475,42.3572,11.5373
WRI1002907,Maddaloni,ITA,Italy,gas,352.0,1977,43,35,-8,0.40392,4.0,0.04376401800344475,41.0197,14.37
WRI1002916,NAPOLI L,ITA,Italy,gas,400.0,2009,11,35,24,0.40392,4.0,0.04376401800344475,40.8339,14.3006
WRI1002917,OSTIGLIA,ITA,Italy,gas,1457.0,2013,7,35,28,0.40392,4.0,0.04376401800344475,45.0603,11.1374
WRI1002918,PIACENZA,ITA,Italy,gas,806.0,2006,14,35,21,0.40392,4.0,0.04376401800344475,45.0543,9.7086
WRI1002919,PIETRAFITTA,ITA,Italy,gas,365.0,2004,16,35,19,0.40392,4.0,0.04376401800344475,42.9954,12.1995
WRI1002920,PIOMBINO TERMICA,ITA,Italy,oil,1280.0,1969,51,35,-16,0.7621714285714286,7.0,0.01050358386484759,42.9565,10.6034
WRI1002923,PORCARI,ITA,Italy,gas,100.0,1996,24,35,11,0.40392,4.0,0.04376401800344475,43.8235,10.6023
WRI1002924,PORTO CORSINI,ITA,Italy,gas,750.0,2002,18,35,17,0.40392,4.0,0.04376401800344475,44.4836,12.2652
WRI1002925,PORTO EMPEDOCLE C.LE,ITA,Italy,oil,140.0,1969,51,35,-16,0.7621714285714286,7.0,0.01050358386484759,37.3123,13.5071
WRI1002927,PORTO TOLLE,ITA,Italy,oil,2640.0,1969,51,35,-16,0.7621714285714286,7.0,0.01050358386484759,44.9569,12.4883
WRI1002928,PORTO VIRO,ITA,Italy,gas,125.0,2004,16,35,19,0.40392,4.0,0.04376401800344475,45.0178,12.2408
WRI1002930,PRIOLO C.LE,ITA,Italy,gas,750.0,2004,16,35,19,0.40392,4.0,0.04376401800344475,37.14,15.2159
WRI1002926,Portoscuso,ITA,Italy,oil,320.0,1973,47,35,-12,0.7621714285714286,7.0,0.01050358386484759,39.2047,8.3789
WRI1002935,RIZZICONI,ITA,Italy,gas,760.0,2004,16,35,19,0.40392,4.0,0.04376401800344475,38.4453,15.99
WRI1002939,ROSSANO TE,ITA,Italy,oil,1200.0,1969,51,35,-16,0.7621714285714286,7.0,0.01050358386484759,39.6218,16.6084
WRI1002947,SAN FILIPPO DEL MELA,ITA,Italy,oil,866.0,1969,51,35,-16,0.7621714285714286,7.0,0.01050358386484759,38.2049,15.2818
WRI1002946,SAN QUIRICO,ITA,Italy,gas,137.0,2004,16,35,19,0.40392,4.0,0.04376401800344475,44.9167,10.25
WRI1002948,SARLUX,ITA,Italy,gas,630.0,2000,20,35,15,0.40392,4.0,0.04376401800344475,39.1037,9.0063
WRI1002949,SARMATO,ITA,Italy,gas,180.0,1998,22,35,13,0.40392,4.0,0.04376401800344475,45.0522,9.5072
WRI1002951,SERMIDE,ITA,Italy,gas,1151.0,2004,16,35,19,0.40392,4.0,0.04376401800344475,45.0265,11.2522
WRI1002953,SIMERI CRICHI,ITA,Italy,gas,760.0,2004,16,35,19,0.40392,4.0,0.04376401800344475,38.8759,16.6569
WRI1002956,SORGENIA PUGLIA CENTRALE DI MODUGNO,ITA,Italy,gas,800.0,2010,10,35,25,0.40392,4.0,0.04376401800344475,41.1025,16.756
WRI1002958,SPARANISE,ITA,Italy,gas,760.0,2004,16,35,19,0.40392,4.0,0.04376401800344475,41.1783,14.1129
WRI1002940,Santa Barbara,ITA,Italy,gas,390.0,2006,14,35,21,0.40392,4.0,0.04376401800344475,43.565,11.4777
WRI1002962,TAVAZZANO,ITA,Italy,gas,1520.0,2005,15,35,20,0.40392,4.0,0.04376401800344475,45.3325,9.4364
WRI1002964,TERMINI IMERESE C.LE,ITA,Italy,gas,1235.0,2004,16,35,19,0.40392,4.0,0.04376401800344475,37.9684,13.7512
WRI1021298,TERNI,ITA,Italy,gas,95.0,2004,16,35,19,0.40392,4.0,0.04376401800344475,42.554,12.6176
WRI1002966,TOR DI VALLE,ITA,Italy,gas,223.0,2004,16,35,19,0.40392,4.0,0.04376401800344475,41.8117,12.4228
WRI1002970,TORREVALDALIGA South,ITA,Italy,gas,1488.0,2004,16,35,19,0.40392,4.0,0.04376401800344475,42.1241,11.7624
WRI1002971,TORVISCOSA,ITA,Italy,gas,785.0,2006,14,35,21,0.40392,4.0,0.04376401800344475,45.817,13.2891
WRI1002972,TRAPANI C.LE,ITA,Italy,gas,213.4,2004,16,35,19,0.40392,4.0,0.04376401800344475,38.0158,12.5108
WRI1002973,TURBIGO,ITA,Italy,oil,1569.0,1969,51,35,-16,0.7621714285714286,7.0,0.01050358386484759,45.5201,8.7422
WRI1002976,VADO Ligure,ITA,Italy,gas,1353.0,2007,13,35,22,0.40392,4.0,0.04376401800344475,44.2755,8.4305
WRI1002982,VERZUOLO,ITA,Italy,gas,140.0,2004,16,35,19,0.40392,4.0,0.04376401800344475,44.5947,7.4858
WRI1002983,VOGHERA,ITA,Italy,gas,380.5,2004,16,35,19,0.40392,4.0,0.04376401800344475,45.0296,8.9723
WRI1022440,RTEC1,LVA,Latvia,gas,138.0,2002,18,35,17,0.40392,4.0,0.22363481267590857,56.9904,24.1788
WRI1022437,Riga Tec 2,LVA,Latvia,gas,863.0,2002,18,35,17,0.40392,4.0,0.22363481267590857,56.918,24.2766
GEODB0042163,Elektrenai (Lithuania) Thermal Power Plant Lithuania,LTU,Lithuania,gas,1800.0,2002,18,35,17,0.40392,4.0,0.07242696814655883,54.7701,24.6474
GEODB0042165,Kaunas CHP Power Plant Lithuania,LTU,Lithuania,gas,170.0,2002,18,35,17,0.40392,4.0,0.07242696814655883,54.9212,24.018
GEODB0042167,Mazheikiai CHP Power Plant Lithuania,LTU,Lithuania,gas,160.0,2002,18,35,17,0.40392,4.0,0.07242696814655883,56.3843,22.1841
GEODB0042166,Vilnius TE-3 CHP Power Plant Lithuania,LTU,Lithuania,gas,360.0,2002,18,35,17,0.40392,4.0,0.07242696814655883,54.6676,25.156
GEODB0045217,Esch-sur-Alzette CCGT Power Plant Luxembourg,LUX,Luxembourg,gas,385.0,2002,18,35,17,0.40392,4.0,0.04803504714463619,49.5119,5.9646
WRI1005499,Centrale Merwedekanaal,NLD,Netherlands,gas,227.0,2010,10,35,25,0.40392,4.0,0.85,52.1017,5.0794
WRI1005506,Delesto,NLD,Netherlands,gas,530.0,2010,10,35,25,0.40392,4.0,0.85,53.3185,6.9544
WRI1019310,Diemen 33,NLD,Netherlands,gas,684.0,1995,25,35,10,0.40392,4.0,0.85,52.3389,5.0213
WRI1005509,ELSTA,NLD,Netherlands,gas,456.0,2010,10,35,25,0.40392,4.0,0.85,51.3331,3.7787
WRI1019288,Eems,NLD,Netherlands,gas,2465.0,1996,24,35,11,0.40392,4.0,0.85,53.4441,6.856
WRI1019305,FLEVO,NLD,Netherlands,gas,999.0,2010,10,35,25,0.40392,4.0,0.85,52.5772,5.53
WRI1019306,HARCULO,NLD,Netherlands,gas,349.0,2010,10,35,25,0.40392,4.0,0.85,52.468,6.1088
WRI1019313,Ijmond,NLD,Netherlands,gas,114.0,1997,23,35,12,0.40392,4.0,0.85,52.4758,4.6048
WRI1019311,Magnum,NLD,Netherlands,gas,1311.0,2013,7,35,28,0.40392,4.0,0.85,53.4502,6.8548
WRI1019290,Maxima,NLD,Netherlands,gas,880.0,2010,10,35,25,0.40392,4.0,0.85,52.5772,5.53
WRI1005515,Rijnmond II,NLD,Netherlands,gas,427.0,2010,10,35,25,0.40392,4.0,0.85,51.8902,4.3552
WRI1019287,Sloe,NLD,Netherlands,gas,870.0,2010,10,35,25,0.40392,4.0,0.85,51.4482,3.6928
WRI1019069,Blachownia,POL,Poland,gas,158.0,2002,18,35,17,0.40392,4.0,0.85,50.3562,18.2907
WRI1061514,EC Bielsko-Biała 1,POL,Poland,gas,77.0,1973,47,35,-12,0.40392,4.0,0.85,49.8123,19.0538
WRI1061515,EC Bielsko-Północ 2,POL,Poland,oil,55.0,1997,23,35,12,0.7621714285714286,7.0,0.0,49.8733,19.0309
WRI1061516,EC Dębieńsko-Megawat,POL,Poland,gas,16.0,2002,18,35,17,0.40392,4.0,0.85,50.1576,18.6505
WRI1019074,EC Gorzów,POL,Poland,gas,243.0,2002,18,35,17,0.40392,4.0,0.85,52.7504,15.2712
WRI1019058,EC Lublin Wrotków,POL,Poland,gas,231.0,2002,18,35,17,0.40392,4.0,0.85,51.2161,22.5583
WRI1019077,EC Nowa Sarzyna,POL,Poland,gas,116.0,2000,20,35,15,0.40392,4.0,0.85,50.3172,22.3237
WRI1019054,EC PKN Orlen,POL,Poland,oil,600.0,2018,2,35,33,0.7621714285714286,7.0,0.0,52.5843,19.6879
WRI1061527,EC Pniówek,POL,Poland,gas,14.0,2002,18,35,17,0.40392,4.0,0.85,49.9672,18.6943
WRI1019087,EC Rzeszów,POL,Poland,gas,129.0,2002,18,35,17,0.40392,4.0,0.85,50.0646,22.0294
WRI1061499,EC Siedlce,POL,Poland,gas,51.0,2002,18,35,17,0.40392,4.0,0.85,52.1572,22.3061
WRI1061526,EC Suszec,POL,Poland,gas,11.0,2002,18,35,17,0.40392,4.0,0.85,50.0468,18.7609
WRI1061497,EC Toruń,POL,Poland,gas,106.0,2002,18,35,17,0.40392,4.0,0.85,53.0475,18.6932
WRI1061508,EC Władysławowo,POL,Poland,gas,11.0,2002,18,35,17,0.40392,4.0,0.85,54.7921,18.4228
WRI1019049,EC Włocławek,POL,Poland,gas,453.0,2017,3,35,32,0.40392,4.0,0.85,52.7074,18.9589
WRI1019067,EC Zielona Góra,POL,Poland,gas,188.0,1974,46,35,-11,0.40392,4.0,0.85,51.9514,15.4879
WRI1023231,Lares,PRT,Portugal,gas,826.0,2009,11,35,24,0.40392,4.0,0.5273833076342405,40.1245,-8.775
WRI1023230,Pego C.C.,PRT,Portugal,gas,837.0,2007,13,35,22,0.40392,4.0,0.5273833076342405,39.4689,-8.1113
WRI1023228,Ribatejo,PRT,Portugal,gas,1176.0,2005,15,35,20,0.40392,4.0,0.5273833076342405,39.0118,-8.9521
WRI1023229,Tapada do Outeiro,PRT,Portugal,gas,990.0,2007,13,35,22,0.40392,4.0,0.5273833076342405,41.07,-8.4587
WRI1019101,TPP  Braila,ROU,Romania,gas,413.0,2010,10,35,25,0.40392,4.0,0.2758865422129227,45.166,27.9235
WRI1019111,TPP Brazi,ROU,Romania,gas,220.0,2007,13,35,22,0.40392,4.0,0.2758865422129227,44.8802,25.9988
WRI1019107,TPP Bucuresti Sud,ROU,Romania,gas,280.0,2010,10,35,25,0.40392,4.0,0.2758865422129227,44.4233,25.979
WRI1019106,TPP Bucuresti Vest,ROU,Romania,gas,298.0,2010,10,35,25,0.40392,4.0,0.2758865422129227,44.4233,25.979
WRI1019097,TPP CCCC Petrom Brazi,ROU,Romania,gas,860.0,2012,8,35,27,0.40392,4.0,0.2758865422129227,44.8802,25.9988
WRI1019102,TPP Galati,ROU,Romania,gas,346.0,2010,10,35,25,0.40392,4.0,0.2758865422129227,45.436,27.9814
WRI1019098,TPP Iernut,ROU,Romania,gas,751.0,2010,10,35,25,0.40392,4.0,0.2758865422129227,46.4677,24.1833
WRI1019116,TPP Progresu,ROU,Romania,gas,184.0,2010,10,35,25,0.40392,4.0,0.2758865422129227,44.372,26.1073
GEODB0042639,Levice CCGT CHP Power Plant Slovakia,SVK,Slovakia,gas,80.0,2002,18,35,17,0.40392,4.0,0.6065281750213257,48.2022,18.597
GEODB0042638,Malzenice CCGT Power Plant Slovakia,SVK,Slovakia,gas,430.0,2002,18,35,17,0.40392,4.0,0.6065281750213257,48.4296,17.6978
GEODB0042640,PPC Bratislava CCGT CHP Power Plant Slovakia,SVK,Slovakia,gas,218.0,2002,18,35,17,0.40392,4.0,0.6065281750213257,48.1775,17.1548
