gppd_idnr,name,country,country_long,fuel,capacity_mw,commissioning_year,age_2020_years,lifetime,remaining_life_2020_years,carbon_intensity_tCO2_per_MWh_elec,om_variable_eur2024_per_MWh,capacity_factor_2020,latitude,longitude
WRI1022411,Brestanica (TEB),SVN,Slovenia,gas,297.0,2002,18,35,17,0.40392,4.0,0.16900050735667177,45.9975,15.4796
WRI1006159,ACECA  GRUPO 4,ESP,Spain,gas,758.74,2006,14,35,21,0.40392,4.0,0.3282127464766008,39.9427,-3.8548
WRI1006189,AMOREBIETA,ESP,Spain,gas,786.42,2005,15,35,20,0.40392,4.0,0.3282127464766008,43.2347,-2.7497
WRI1006203,ARCOS DE LA FRONTERA GRUPO 1,ESP,Spain,gas,1585.39,2005,15,35,20,0.40392,4.0,0.3282127464766008,36.6721,-5.8164
WRI1006207,ARONA 1  GAS 1,ESP,Spain,oil,43.2,2003,17,35,18,0.7621714285714286,7.0,0.24823452977048066,28.0996,-16.681
WRI1006210,ARRUBAL GRUPO 1,ESP,Spain,gas,784.7,2005,15,35,20,0.40392,4.0,0.3282127464766008,42.4194,-2.2511
WRI1006221,AZULIBER,ESP,Spain,gas,17.763,2006,14,35,21,0.40392,4.0,0.3282127464766008,40.0667,-0.2
WRI1006223,BAHIA DE ALGECIRAS I,ESP,Spain,gas,731.0,1970,50,35,-15,0.40392,4.0,0.3282127464766008,36.1829,-5.3905
WRI1006230,BARRANCO DE TIRAJANA 7  VAPOR 3 (CC1),ESP,Spain,oil,646.26,2008,12,35,23,0.7621714285714286,7.0,0.24823452977048066,27.8045,-15.4387
WRI1006249,BESOS  GRUPO 5,ESP,Spain,gas,1670.81,2010,10,35,25,0.40392,4.0,0.3282127464766008,41.4196,2.2294
WRI1006265,BOINERSA,ESP,Spain,oil,24.6,2011,9,35,26,0.7621714285714286,7.0,0.24823452977048066,42.65,-8.9
WRI1006292,CAMPO DE GIBRALTAR GRUPO 20,ESP,Spain,gas,780.6600000000001,2004,16,35,19,0.40392,4.0,0.3282127464766008,36.1834,-5.3933
WRI1006302,CANDELARIA 9  VAPOR 5,ESP,Spain,oil,153.94,1979,41,35,-6,0.7621714285714286,7.0,0.24823452977048066,28.3548,-16.3727
WRI1006308,CARTAGENA GRUPO 1,ESP,Spain,gas,1248.82,2006,14,35,21,0.40392,4.0,0.3282127464766008,37.5732,-0.9392
WRI1006309,CAS TRESORER TG3  CC2,ESP,Spain,gas,429.0,2009,11,35,24,0.40392,4.0,0.3282127464766008,39.5672,2.6895
WRI1006317,CASTEJON  GRUPO 2,ESP,Spain,gas,797.41,2007,13,35,22,0.40392,4.0,0.3282127464766008,42.1718,-1.6773
WRI1006318,CASTELLON,ESP,Spain,gas,782.0,2002,18,35,17,0.40392,4.0,0.3282127464766008,39.9592,-0.001
WRI1006322,CCC BAHIA DE ALGECIRAS,ESP,Spain,gas,820.536,2009,11,35,24,0.40392,4.0,0.3282127464766008,36.1829,-5.3905
WRI1006323,CCC SAGUNTO  GRUPO 2,ESP,Spain,gas,1232.19,2007,13,35,22,0.40392,4.0,0.3282127464766008,39.6426,-0.2344
WRI1006343,CEUTA  GRUPO 13,ESP,Spain,oil,48.7,2011,9,35,26,0.7621714285714286,7.0,0.24823452977048066,35.89,-5.35
WRI1006342,CEUTA 9  G-9,ESP,Spain,oil,11.5,2001,19,35,16,0.7621714285714286,7.0,0.24823452977048066,35.89,-5.35
WRI1006345,CG NUFRI-1,ESP,Spain,oil,13.56,2011,9,35,26,0.7621714285714286,7.0,0.24823452977048066,41.6333,0.9
WRI1006355,CICLO COMBINADO DE CASTELNOU,ESP,Spain,gas,790.68,2006,14,35,21,0.40392,4.0,0.3282127464766008,41.2167,-0.2928
WRI1006377,COGENERACION MOTRIL,ESP,Spain,gas,48.8,2001,19,35,16,0.40392,4.0,0.3282127464766008,36.7334,-3.5413
WRI1006378,COGENERACION NAVIA,ESP,Spain,gas,24.0,2006,14,35,21,0.40392,4.0,0.3282127464766008,43.5354,-6.7193
WRI1006381,COGENERACION REPSOL,ESP,Spain,oil,40.83,1994,26,35,9,0.7621714285714286,7.0,0.24823452977048066,38.6871,-4.1073
WRI1006390,COLORTEX,ESP,Spain,gas,12.68,2006,14,35,21,0.40392,4.0,0.3282127464766008,38.8167,-0.6167
WRI1006403,COTASA,ESP,Spain,gas,14.071,2006,14,35,21,0.40392,4.0,0.3282127464766008,40.0667,-0.2
WRI1006404,CRISTOBAL COLON,ESP,Spain,gas,390.94,2006,14,35,21,0.40392,4.0,0.3282127464766008,37.2156,-6.943
WRI1006406,CT ESCOMBRERAS 5,ESP,Spain,oil,537.28,1968,52,35,-17,0.7621714285714286,7.0,0.24823452977048066,37.5645,-0.9513
WRI1006409,CT SANTURCE 2,ESP,Spain,oil,897.02,1972,48,35,-13,0.7621714285714286,7.0,0.24823452977048066,43.34,-3.0539
WRI1006410,CTCC AS PONTES  GRUPO 5,ESP,Spain,gas,855.67,2008,12,35,23,0.40392,4.0,0.3282127464766008,43.4451,-7.8621
WRI1006412,CTCC CASTEJON  GRUPO 1,ESP,Spain,gas,424.91,2002,18,35,17,0.40392,4.0,0.3282127464766008,42.1718,-1.6773
WRI1006413,CTCC CASTELLON  GRUPO 4,ESP,Spain,gas,839.35,2008,12,35,23,0.40392,4.0,0.3282127464766008,39.9592,-0.001
WRI1006414,CTCC ESCATRON,ESP,Spain,gas,274.635,2007,13,35,22,0.40392,4.0,0.3282127464766008,41.2977,-0.3376
WRI1006415,CTCC ESCOMBRERAS,ESP,Spain,gas,815.64,2006,14,35,21,0.40392,4.0,0.3282127464766008,37.5732,-0.9392
WRI1006416,CTCC PLANA DEL VENT 2,ESP,Spain,gas,819.03,2007,13,35,22,0.40392,4.0,0.3282127464766008,40.9596,0.8692
WRI1006417,CTCC SABON  GRUPO 3,ESP,Spain,gas,391.31,2008,12,35,23,0.40392,4.0,0.3282127464766008,43.329,-8.503
WRI1006418,CTCC SOTO DE RIBERA  GRUPO 5,ESP,Spain,gas,854.1700000000001,2011,9,35,26,0.40392,4.0,0.3282127464766008,43.3161,-5.8777
WRI1006426,ECOCARBURANTES,ESP,Spain,gas,21.666,2012,8,35,27,0.40392,4.0,0.3282127464766008,37.6051,-0.9862
WRI1006454,ENCE - PONTEVEDRA $$,ESP,Spain,gas,26.62,2008,12,35,23,0.40392,4.0,0.3282127464766008,42.4167,-8.6667
WRI1006455,ENCE ENERGIA HUELVA  S.L.U. $$,ESP,Spain,gas,50.0,2012,8,35,27,0.40392,4.0,0.3282127464766008,37.2583,-6.9508
WRI1006456,ENEMANSA,ESP,Spain,oil,16.0,2003,17,35,18,0.7621714285714286,7.0,0.24823452977048066,39.2379,-3.4233
WRI1006460,ENERGYWORKS CARBALLO  S.L.,ESP,Spain,oil,13.18,2012,8,35,27,0.7621714285714286,7.0,0.24823452977048066,43.213,-8.691
WRI1006465,ESCATRON,ESP,Spain,gas,804.36,2008,12,35,23,0.40392,4.0,0.3282127464766008,41.2977,-0.3376
WRI1006467,ESCOMBRERAS GRUPO 1,ESP,Spain,gas,1199.25,2006,14,35,21,0.40392,4.0,0.3282127464766008,7.5732,-0.9392
WRI1006477,FERTIMOLINA,ESP,Spain,gas,10.0,2000,20,35,15,0.40392,4.0,0.3282127464766008,40.8436,-1.8876
WRI1006480,FINSA-SANTIAGO,ESP,Spain,gas,23.96,2002,18,35,17,0.40392,4.0,0.3282127464766008,42.8805,-8.5457
WRI1006483,FORESTAL DEL ATLANTICO,ESP,Spain,oil,24.8,2012,8,35,27,0.7621714285714286,7.0,0.24823452977048066,43.4604,-8.2551
WRI1006494,GARONA VERDA,ESP,Spain,gas,14.95,1999,21,35,14,0.40392,4.0,0.3282127464766008,0.7046,42.8025
WRI1006500,GENSABON,ESP,Spain,gas,12.0,1999,21,35,14,0.40392,4.0,0.3282127464766008,43.3048,-8.5075
WRI1006506,GRANADILLA 1  GAS 1,ESP,Spain,oil,693.34,1990,30,35,5,0.7621714285714286,7.0,0.24823452977048066,28.0863,-16.4939
WRI1006523,GUASCOR,ESP,Spain,gas,13.5,2006,14,35,21,0.40392,4.0,0.3282127464766008,42.2793,-1.7463
WRI1006524,GUIA DE ISORA GAS 1,ESP,Spain,oil,43.1,2006,14,35,21,0.7621714285714286,7.0,0.24823452977048066,28.2115,-16.7795
WRI1006564,JINAMAR 10  GAS 2,ESP,Spain,oil,234.46000000000004,1989,31,35,4,0.7621714285714286,7.0,0.24823452977048066,28.0424,-15.4114
WRI1006611,LAS SALINAS 12  DIESEL 9,ESP,Spain,oil,72.11,2005,15,35,20,0.7621714285714286,7.0,0.24823452977048066,28.5004,-13.8627
WRI1006615,LAS SALINAS 8  GAS 2,ESP,Spain,oil,51.25,2000,20,35,15,0.7621714285714286,7.0,0.24823452977048066,28.5004,-13.8627
WRI1006617,LAS SALINAS 9 (GAS MOVIL 1),ESP,Spain,oil,11.74,1988,32,35,3,0.7621714285714286,7.0,0.24823452977048066,28.5004,-13.8627
WRI1006642,LOS GUINCHOS 15   GAS MOVIL 2,ESP,Spain,oil,67.3,2006,14,35,21,0.7621714285714286,7.0,0.24823452977048066,28.6538,-17.7867
WRI1006655,MAHON 10  BURMEISTER N 2,ESP,Spain,oil,195.19999999999996,1991,29,35,6,0.7621714285714286,7.0,0.24823452977048066,39.8964,4.2597
WRI1006662,MAHON TG4,ESP,Spain,gas,50.0,2008,12,35,23,0.40392,4.0,0.3282127464766008,39.8964,4.2597
WRI1006664,MALA1 (CTCC MALAGA),ESP,Spain,gas,415.509,2009,11,35,24,0.40392,4.0,0.3282127464766008,36.7495,-4.5631
WRI1006672,MELILLA 13,ESP,Spain,oil,46.900000000000006,2008,12,35,23,0.7621714285714286,7.0,0.24823452977048066,35.29,-2.94
WRI1006677,MICHELIN ARANDA,ESP,Spain,gas,31.866,2003,17,35,18,0.40392,4.0,0.3282127464766008,41.6704,-3.6892
WRI1006678,MICHELIN VALLADOLID $$,ESP,Spain,gas,46.0,2006,14,35,21,0.40392,4.0,0.3282127464766008,41.6552,-4.7237
WRI1006705,NEUMATICOS MICHELIN-VITORIA,ESP,Spain,gas,47.0,2006,14,35,21,0.40392,4.0,0.3282127464766008,42.85,-2.6667
WRI1006706,NUFRI,ESP,Spain,gas,10.0,2005,15,35,20,0.40392,4.0,0.3282127464766008,41.6333,0.9
WRI1007283,PALOS DE LA FRONTERA GRUPO 1,ESP,Spain,gas,1167.0,2004,16,35,19,0.40392,4.0,0.3282127464766008,37.1843,-6.8857
WRI1007287,PAPELERA GUIPUZCOANA,ESP,Spain,gas,79.918,2006,14,35,21,0.40392,4.0,0.3282127464766008,43.2596,-1.9688
WRI1007290,PAPELERA ROMANI,ESP,Spain,oil,18.801,1999,21,35,14,0.7621714285714286,7.0,0.24823452977048066,43.3,-7.5833
WRI1007779,PLANTA SECADO TERMICO DE LODOS E.R.A.R. DE BUTARQUE,ESP,Spain,gas,18.0,2006,14,35,21,0.40392,4.0,0.3282127464766008,37.5624,-5.1254
WRI1007821,PUERTO DE BARCELONA  GRUPO 2,ESP,Spain,gas,866.3,2010,10,35,25,0.40392,4.0,0.3282127464766008,41.3366,2.1594
WRI1007826,PUNTA GRANDE 19 DIESEL 11,ESP,Spain,oil,184.94999999999996,2013,7,35,28,0.7621714285714286,7.0,0.24823452977048066,28.963,-13.5477
WRI1007845,REPSOL PUERTOLLANO,ESP,Spain,gas,80.5,1994,26,35,9,0.40392,4.0,0.3282127464766008,38.6478,-4.1214
WRI1007864,SALINAS BRAS DEL PORT  S.A.,ESP,Spain,gas,10.0,2006,14,35,21,0.40392,4.0,0.3282127464766008,42.5741,0.1824
WRI1007879,SAN ROQUE GRUPO 2,ESP,Spain,gas,791.6800000000001,2002,18,35,17,0.40392,4.0,0.3282127464766008,36.1955,-5.4131
WRI1007889,SANTURCE  GRUPO 4,ESP,Spain,gas,396.4,2005,15,35,20,0.40392,4.0,0.3282127464766008,43.34,-3.0539
WRI1007923,SNIACE,ESP,Spain,gas,93.0,2006,14,35,21,0.40392,4.0,0.3282127464766008,42.5273,-8.0086
WRI1007932,SON REUS 3  TURBINA DE GAS N 3,ESP,Spain,oil,563.75,2000,20,35,15,0.7621714285714286,7.0,0.24823452977048066,39.65,2.6807
WRI1007956,TARRAGONA,ESP,Spain,gas,802.84,2004,16,35,19,0.40392,4.0,0.3282127464766008,41.1081,1.1912
WRI1007968,TIOXIDE EUROPE S.L.,ESP,Spain,gas,10.0,2009,11,35,24,0.40392,4.0,0.3282127464766008,37.2583,-6.9508
WRI1007973,TORRASPAPEL-MONTANANESA,ESP,Spain,gas,22.0,2006,14,35,21,0.40392,4.0,0.3282127464766008,41.6561,-0.8773
WRI1007975,TORTOSA ENERGIA,ESP,Spain,gas,39.58,2011,9,35,26,0.40392,4.0,0.3282127464766008,40.8125,0.5216
WRI1007994,TRUCHAS DEL CINCA,ESP,Spain,gas,23.92,1999,21,35,14,0.40392,4.0,0.3282127464766008,42.1519,0.2225
WRI1008027,VETEJAR,ESP,Spain,oil,12.9,2010,10,35,25,0.7621714285714286,7.0,0.24823452977048066,42.702,0.7956
WRI1029978,Nya Öresundsverket,SWE,Sweden,gas,440.0,1980,40,35,-5,0.40392,4.0,0.01743985551693587,55.6261,13.0404
WRI1029979,Rya,SWE,Sweden,gas,261.0,1980,40,35,-5,0.40392,4.0,0.01743985551693587,57.6924,11.8905
WRI1029980,Stenungsund,SWE,Sweden,oil,840.0,1990,30,35,5,0.7621714285714286,7.0,0.013181805827353774,58.0863,11.8435
WRI1019441,Värme,SWE,Sweden,gas,639.0,1980,40,35,-5,0.40392,4.0,0.01743985551693587,59.3532,18.0985
